time,ax,ay,az,atotal
17.684,-0.24,-0.00,-0.09,0.26
17.694,-0.24,-0.04,-0.11,0.27
17.704,-0.20,-0.03,-0.17,0.26
17.714,-0.12,-0.07,-0.20,0.24
17.724,-0.08,-0.08,-0.21,0.24
17.734,0.01,-0.07,-0.19,0.20
17.744,0.12,-0.05,-0.14,0.19
17.754,0.15,-0.04,-0.17,0.23
17.764,0.13,-0.05,-0.18,0.23
17.774,0.10,-0.06,-0.15,0.19
17.784,0.06,-0.06,-0.12,0.15
17.794,0.06,-0.06,-0.09,0.12
17.804,0.05,-0.04,-0.05,0.08
17.814,-0.00,-0.01,0.01,0.01
17.824,-0.04,-0.01,0.06,0.07
17.834,-0.06,0.02,0.06,0.09
17.844,-0.10,0.08,0.05,0.13
17.854,-0.10,0.03,0.14,0.17
17.864,-0.07,-0.01,0.24,0.25
17.874,-0.09,-0.04,0.21,0.23
17.884,-0.11,-0.08,0.16,0.21
17.894,-0.05,-0.05,0.07,0.10
17.904,0.02,-0.06,-0.01,0.07
17.914,0.11,-0.10,-0.10,0.18
17.924,0.15,-0.08,-0.15,0.23
17.934,0.23,-0.11,-0.13,0.29
17.944,0.26,-0.06,-0.11,0.29
17.954,0.17,0.00,-0.09,0.20
17.964,0.07,-0.02,-0.04,0.08
17.974,-0.10,-0.03,-0.04,0.11
17.984,-0.25,-0.03,-0.12,0.28
17.994,-0.30,-0.02,-0.23,0.38
18.004,-0.27,-0.01,-0.27,0.39
18.014,-0.17,-0.02,-0.31,0.35
18.024,-0.10,-0.02,-0.21,0.24
18.035,-0.03,0.06,-0.05,0.08
18.045,0.06,0.08,0.17,0.19
18.055,0.07,0.06,0.34,0.35
18.065,-0.01,0.03,0.32,0.32
18.075,-0.13,0.04,0.15,0.20
18.085,-0.24,-0.02,0.03,0.25
18.095,-0.30,-0.09,-0.06,0.32
18.105,-0.27,-0.10,-0.07,0.30
18.114,-0.16,-0.08,-0.03,0.18
18.125,0.01,-0.08,0.07,0.11
18.135,0.17,-0.12,0.11,0.24
18.145,0.26,-0.12,0.10,0.30
18.155,0.32,-0.11,0.07,0.35
18.165,0.30,-0.11,0.02,0.32
18.175,0.26,-0.07,-0.07,0.28
18.185,0.25,-0.02,-0.14,0.29
18.195,0.18,-0.02,-0.18,0.25
18.205,0.10,-0.03,-0.23,0.25
18.214,0.05,-0.02,-0.25,0.26
18.225,0.05,0.00,-0.18,0.19
18.235,0.08,0.02,-0.06,0.10
18.245,0.06,0.03,0.04,0.07
18.255,0.05,-0.02,0.01,0.06
18.265,-0.01,-0.05,-0.07,0.09
18.275,-0.06,-0.08,-0.12,0.16
18.285,-0.08,-0.12,-0.13,0.19
18.295,-0.14,-0.11,-0.12,0.22
18.305,-0.22,-0.07,-0.09,0.24
18.315,-0.27,-0.07,-0.03,0.28
18.325,-0.31,-0.12,0.10,0.34
18.335,-0.49,-0.40,0.21,0.67
18.345,-0.38,0.07,0.10,0.40
18.355,0.05,0.23,0.26,0.35
18.365,0.17,0.20,0.51,0.58
18.375,0.20,0.20,0.61,0.67
18.385,0.22,-0.00,0.62,0.66
18.395,0.11,-0.05,0.45,0.47
18.405,-0.02,-0.03,0.25,0.25
18.415,-0.06,-0.05,0.04,0.09
18.425,-0.07,-0.10,-0.17,0.21
18.435,-0.04,-0.08,-0.37,0.38
18.445,0.01,-0.07,-0.47,0.47
18.455,0.05,-0.04,-0.41,0.41
18.465,0.11,-0.06,-0.29,0.31
18.475,0.14,-0.05,-0.24,0.28
18.485,0.12,-0.07,-0.20,0.24
18.495,0.10,-0.06,-0.17,0.21
18.505,0.08,-0.06,-0.11,0.15
18.515,0.05,-0.08,-0.02,0.10
18.525,0.00,-0.09,0.01,0.09
18.535,-0.06,-0.09,0.00,0.11
18.545,-0.12,-0.08,0.07,0.16
18.555,-0.13,-0.06,0.13,0.19
18.565,-0.10,-0.05,0.15,0.19
18.575,-0.06,-0.04,0.16,0.17
18.585,-0.02,-0.04,0.15,0.16
18.595,0.03,-0.11,0.07,0.14
18.605,-0.15,-0.32,-0.04,0.35
18.615,-0.12,-0.12,-0.21,0.27
18.625,0.01,-0.11,-0.16,0.20
18.635,0.09,0.07,-0.09,0.15
18.645,0.10,0.20,0.03,0.23
18.655,0.08,0.14,0.17,0.23
18.665,-0.03,0.10,0.21,0.23
18.675,-0.19,0.05,0.16,0.25
18.685,-0.30,0.02,0.03,0.31
18.695,-0.32,0.02,-0.08,0.33
18.705,-0.31,-0.05,-0.04,0.32
18.715,-0.25,-0.10,-0.00,0.27
18.725,-0.14,-0.11,0.03,0.18
18.735,-0.02,-0.08,0.01,0.09
18.745,0.06,-0.08,-0.01,0.10
18.755,0.11,-0.10,-0.01,0.15
18.765,0.16,-0.06,0.05,0.17
18.775,0.17,-0.02,0.12,0.20
18.785,0.14,-0.01,0.17,0.22
18.795,0.10,-0.02,0.16,0.19
18.805,0.03,-0.01,0.11,0.11
18.815,0.01,-0.02,0.03,0.04
18.825,-0.01,-0.01,-0.03,0.03
18.835,-0.01,-0.04,-0.05,0.07
18.845,-0.00,-0.05,-0.04,0.06
18.855,0.03,-0.04,-0.04,0.06
18.865,0.05,-0.06,-0.07,0.10
18.875,0.09,-0.09,-0.07,0.15
18.885,0.09,-0.15,-0.09,0.20
18.895,0.07,-0.14,-0.12,0.19
18.905,-0.00,-0.13,-0.14,0.19
18.915,-0.08,-0.12,-0.11,0.18
18.925,-0.13,-0.09,-0.08,0.18
18.935,-0.21,-0.09,-0.05,0.23
18.945,-0.26,-0.03,-0.02,0.26
18.955,-0.24,0.02,-0.10,0.26
18.965,-0.26,0.06,-0.19,0.33
18.975,-0.31,0.09,-0.30,0.45
18.985,-0.41,0.05,-0.48,0.63
18.995,-0.51,-0.12,-0.64,0.83
19.005,-0.68,-0.33,-0.70,1.02
19.015,-1.11,-1.06,-0.85,1.76
19.025,-1.50,-1.02,-0.97,2.05
19.035,-1.10,0.05,-0.89,1.41
19.045,-0.52,0.41,-0.78,1.03
19.056,0.18,0.51,-0.41,0.68
19.065,0.56,0.51,-0.18,0.78
19.075,0.92,0.45,-0.22,1.05
19.085,1.22,0.33,-0.26,1.29
19.095,1.42,0.22,-0.09,1.44
19.105,1.49,0.20,0.15,1.51
19.115,1.51,0.22,0.36,1.57
19.125,1.37,0.33,0.46,1.49
19.135,1.10,0.39,0.65,1.34
19.145,0.91,0.36,1.04,1.43
19.155,0.82,0.28,1.27,1.54
19.165,0.52,0.14,1.11,1.23
19.175,0.05,0.02,0.71,0.72
19.185,-0.31,-0.10,0.23,0.40
19.195,-0.52,-0.20,-0.37,0.67
19.205,-0.88,-0.31,-0.86,1.27
19.215,-1.27,-0.36,-1.15,1.75
19.225,-1.54,-0.31,-1.25,2.01
19.235,-1.60,-0.26,-1.15,1.99
19.245,-1.51,-0.25,-0.86,1.75
19.255,-1.25,-0.21,-0.46,1.35
19.265,-0.82,-0.19,-0.06,0.84
19.275,-0.38,-0.10,0.34,0.52
19.285,0.03,-0.02,0.62,0.62
19.295,0.39,0.02,0.74,0.84
19.305,0.67,0.08,0.69,0.97
19.315,0.84,0.09,0.53,1.00
19.326,0.89,0.12,0.44,1.01
19.335,0.87,0.15,0.44,0.99
19.345,0.73,0.10,0.50,0.89
19.355,0.58,0.01,0.53,0.78
19.365,0.40,-0.11,0.62,0.75
19.375,0.26,-0.21,0.70,0.77
19.386,0.12,-0.34,0.58,0.68
19.396,0.03,-0.41,0.36,0.54
19.405,-0.05,-0.41,0.06,0.42
19.416,-0.10,-0.35,-0.28,0.46
19.426,-0.16,-0.24,-0.47,0.55
19.436,-0.16,-0.19,-0.48,0.54
19.445,-0.16,-0.08,-0.30,0.35
19.456,-0.15,-0.01,-0.07,0.16
19.466,-0.12,0.04,0.09,0.16
19.476,-0.09,0.11,0.13,0.19
19.486,-0.06,0.18,0.05,0.19
19.496,-0.07,0.23,-0.14,0.27
19.506,-0.13,0.26,-0.39,0.49
19.515,-0.29,0.25,-0.49,0.62
19.526,-0.40,0.18,-0.46,0.64
19.536,-0.44,0.12,-0.32,0.56
19.546,-0.43,0.11,0.02,0.44
19.555,-0.29,0.08,0.29,0.42
19.566,-0.05,0.07,0.47,0.47
19.576,0.19,0.09,0.67,0.70
19.586,0.37,0.03,0.50,0.63
19.596,0.45,-0.07,0.07,0.46
19.606,0.39,-0.12,-0.41,0.58
19.616,0.20,0.01,-1.33,1.34
19.626,0.09,-0.01,-1.20,1.20
19.636,0.08,-0.22,-0.64,0.68
19.646,-0.03,-0.45,-0.31,0.55
19.656,-0.20,-0.34,0.18,0.43
19.666,-0.16,-0.12,0.70,0.73
19.676,0.10,0.02,1.09,1.09
19.686,0.38,0.11,1.18,1.25
19.696,0.54,0.09,0.80,0.97
19.706,0.53,0.01,0.02,0.53
19.716,0.29,0.05,-0.45,0.54
19.726,0.08,0.04,-0.68,0.68
19.736,-0.04,-0.06,-0.79,0.79
19.746,-0.27,-0.07,-0.63,0.69
19.756,-0.41,0.04,-0.32,0.53
19.766,-0.43,0.09,0.04,0.44
19.776,-0.37,-0.00,0.31,0.48
19.786,-0.32,-0.14,0.24,0.42
19.796,-0.32,-0.19,0.05,0.38
19.806,-0.27,-0.18,-0.12,0.34
19.816,-0.10,-0.14,-0.31,0.36
19.826,-0.00,-0.06,-0.37,0.37
19.836,0.08,-0.01,-0.28,0.29
19.846,0.16,0.01,-0.19,0.25
19.856,0.20,0.04,0.11,0.23
19.866,0.24,0.08,0.45,0.51
19.876,0.30,0.05,0.64,0.71
19.886,0.29,-0.02,0.67,0.72
19.896,0.22,-0.03,0.50,0.54
19.906,0.12,-0.02,0.15,0.20
19.916,0.03,0.01,-0.22,0.22
19.926,-0.04,0.06,-0.45,0.46
19.936,-0.11,0.10,-0.55,0.57
19.946,-0.21,0.11,-0.61,0.65
19.956,-0.35,0.09,-0.54,0.65
19.966,-0.32,0.03,-0.37,0.49
19.976,-0.30,-0.01,-0.17,0.35
19.986,-0.29,-0.06,-0.07,0.30
19.996,-0.34,-0.12,0.01,0.36
20.006,-0.37,-0.16,0.02,0.40
20.016,-0.30,-0.23,-0.02,0.38
20.026,-0.28,-0.22,0.05,0.36
20.036,-0.20,-0.05,0.01,0.20
20.046,-0.04,-0.05,-0.26,0.26
20.056,0.53,0.04,-0.38,0.65
20.066,0.17,0.03,-0.39,0.43
20.076,-0.40,-0.36,-1.10,1.23
20.086,-0.29,0.48,-0.88,1.04
20.096,0.71,0.80,-0.15,1.08
20.106,1.96,0.36,0.85,2.16
20.116,2.10,0.36,1.46,2.58
20.126,1.18,0.72,1.40,1.97
20.136,0.50,0.66,1.20,1.46
20.146,0.44,0.35,1.07,1.21
20.156,0.68,-0.03,0.77,1.03
20.166,0.84,-0.30,0.30,0.94
20.176,0.69,-0.43,-0.05,0.82
20.186,0.38,-0.61,-0.29,0.78
20.196,-0.23,-0.69,-0.60,0.94
20.206,-0.96,-0.62,-0.85,1.43
20.216,-1.44,-0.49,-0.85,1.74
20.226,-1.32,-0.51,-0.64,1.55
20.236,-0.96,-0.53,-0.39,1.16
20.246,-0.76,-0.27,-0.13,0.81
20.256,-0.84,0.14,0.28,0.90
20.266,-0.98,0.34,0.57,1.19
20.276,-1.00,0.14,0.53,1.14
20.286,-0.90,-0.17,0.37,0.99
20.296,-0.83,-0.39,0.23,0.95
20.306,-0.82,-0.40,-0.02,0.91
20.316,-0.70,-0.42,-0.31,0.87
20.326,-0.80,-0.43,-0.52,1.05
20.336,-1.10,-0.29,-0.67,1.32
20.346,-1.01,-0.30,-0.76,1.30
20.356,-0.62,-0.30,-0.69,0.98
20.366,-0.38,-0.13,-0.46,0.61
20.376,-0.18,0.03,-0.18,0.25
20.386,0.04,0.18,0.06,0.19
20.396,0.24,0.30,0.23,0.45
20.406,0.47,0.38,0.21,0.64
20.416,0.77,0.37,0.10,0.86
20.426,0.92,0.33,0.05,0.98
20.436,0.84,0.23,0.02,0.87
20.446,0.66,0.15,0.08,0.68
20.456,0.55,0.13,0.09,0.57
20.466,0.56,0.13,0.02,0.58
20.476,0.57,0.13,-0.08,0.59
20.486,0.52,0.11,-0.13,0.54
20.496,0.37,0.05,-0.20,0.43
20.506,0.15,-0.04,-0.22,0.27
20.516,-0.07,-0.10,-0.20,0.23
20.526,-0.26,-0.15,-0.18,0.35
20.536,-0.37,-0.20,-0.13,0.44
20.546,-0.39,-0.21,0.01,0.45
20.556,-0.36,-0.18,0.20,0.45
20.566,-0.29,-0.10,0.40,0.50
20.576,-0.16,-0.03,0.48,0.51
20.586,-0.08,0.03,0.40,0.41
20.596,-0.04,0.06,0.29,0.29
20.606,0.03,0.05,0.15,0.16
20.616,0.05,0.08,0.01,0.09
20.626,0.01,0.05,-0.13,0.14
20.636,-0.00,0.01,-0.28,0.29
20.646,-0.14,0.05,-0.40,0.42
20.656,-0.24,0.08,-0.40,0.48
20.666,-0.28,0.09,-0.44,0.53
20.676,-0.23,0.08,-0.53,0.58
20.686,-0.17,0.08,-0.56,0.59
20.696,-0.17,0.06,-0.58,0.60
20.706,-0.07,-0.02,-0.54,0.54
20.716,-0.01,-0.07,-0.54,0.54
20.727,-0.04,-0.15,-0.65,0.67
20.736,-0.06,-0.22,-0.78,0.82
20.746,-0.08,-0.26,-0.60,0.65
20.756,0.01,-0.24,-0.15,0.28
20.766,0.13,-0.20,0.27,0.36
20.777,0.22,-0.12,0.59,0.65
20.787,0.44,-0.11,0.76,0.89
20.796,0.70,-0.08,0.87,1.12
20.806,0.97,-0.03,0.82,1.28
20.816,1.27,0.05,0.68,1.44
20.827,1.46,0.11,0.45,1.53
20.836,1.61,-0.16,0.00,1.62
20.846,1.48,-0.40,-0.96,1.80
20.856,1.00,-0.82,-0.82,1.54
20.867,1.10,-1.03,-0.16,1.51
20.877,0.65,-0.88,-0.09,1.10
20.887,-0.21,-0.29,0.04,0.36
20.897,-1.11,0.30,0.32,1.19
20.907,-1.85,0.79,0.56,2.09
20.917,-2.03,1.29,0.55,2.47
20.927,-1.69,1.97,0.11,2.59
20.936,-1.13,3.05,-0.44,3.29
20.947,-0.82,4.50,-0.63,4.62
20.957,-0.88,6.13,-0.57,6.22
20.967,-0.90,7.82,-0.43,7.88
20.977,-0.70,9.34,0.09,9.37
20.987,-0.07,10.27,0.52,10.29
20.997,0.81,10.81,0.38,10.85
21.007,1.62,11.14,0.01,11.26
21.017,2.18,11.05,-0.69,11.29
21.027,2.38,10.34,-1.67,10.74
21.036,2.23,8.94,-2.50,9.54
21.047,2.10,7.14,-2.72,7.93
21.057,2.03,5.72,-2.27,6.48
21.067,2.08,4.38,-1.53,5.08
21.077,2.31,2.28,-0.99,3.39
21.087,2.79,-0.42,-0.42,2.85
21.097,3.14,-3.32,0.69,4.62
21.107,3.16,-5.98,2.16,7.10
21.117,2.72,-8.23,3.21,9.25
21.127,2.23,-10.19,3.64,11.05
21.137,1.23,-11.14,3.81,11.84
21.147,0.46,-12.15,3.53,12.66
21.157,-0.19,-13.22,3.54,13.69
21.167,-1.09,-13.94,4.12,14.57
21.177,-1.68,-14.25,4.39,15.01
21.187,-1.80,-14.13,4.04,14.81
21.197,-1.80,-13.65,3.17,14.13
21.207,-1.53,-12.85,1.63,13.04
21.217,-0.91,-11.89,-0.36,11.93
21.227,-0.20,-11.14,-2.15,11.35
21.237,0.13,-10.36,-3.41,10.91
21.247,0.17,-9.56,-4.00,10.36
21.257,0.03,-8.68,-3.63,9.41
21.267,-0.41,-7.56,-2.36,7.93
21.277,-0.83,-6.29,-1.03,6.43
21.287,-1.08,-4.85,-0.35,4.98
21.297,-1.06,-3.23,-0.61,3.45
21.307,-0.64,-1.74,-1.53,2.40
21.317,-0.04,-0.63,-2.48,2.56
21.327,0.39,0.98,-3.16,3.33
21.337,0.01,3.08,-3.29,4.50
21.347,0.87,4.24,-2.77,5.14
21.357,1.81,5.20,-1.95,5.84
21.367,1.98,6.41,-1.18,6.81
21.377,2.09,7.38,-0.73,7.71
21.387,2.50,7.97,-0.77,8.39
21.397,2.86,8.55,-0.85,9.05
21.407,3.16,9.17,-0.59,9.72
21.417,3.37,9.57,0.02,10.14
21.427,3.42,9.76,0.75,10.37
21.437,3.06,9.91,1.41,10.46
21.447,2.52,9.97,2.00,10.48
21.457,2.14,9.86,2.46,10.39
21.467,1.84,9.82,3.10,10.46
21.477,1.79,9.74,3.36,10.46
21.487,1.90,9.44,2.84,10.03
21.497,1.74,9.06,1.85,9.41
21.507,1.24,8.49,0.82,8.62
21.517,0.67,7.68,-0.46,7.72
21.527,0.03,6.84,-2.16,7.17
21.537,-0.51,6.01,-3.83,7.14
21.547,-0.97,4.98,-5.00,7.13
21.557,-1.47,3.81,-5.52,6.86
21.567,-2.02,2.72,-5.63,6.57
21.577,-2.58,1.78,-5.42,6.26
21.587,-2.71,0.73,-5.04,5.77
21.597,-2.31,-0.87,-4.89,5.48
21.607,-2.29,-2.77,-4.93,6.10
21.617,-3.16,-4.51,-4.53,7.13
21.627,-4.81,-6.93,-3.24,9.04
21.637,-5.54,-9.52,-1.26,11.09
21.647,-6.79,-10.95,0.43,12.89
21.657,-7.59,-12.06,2.03,14.39
21.667,-7.62,-12.82,3.43,15.30
21.677,-7.80,-13.52,5.01,16.39
21.687,-8.17,-14.52,7.44,18.25
21.697,-8.59,-15.08,8.14,19.17
21.707,-9.20,-15.06,7.20,19.06
21.717,-9.36,-14.59,5.25,18.11
21.727,-9.05,-13.83,2.61,16.73
21.737,-8.38,-12.86,-0.35,15.35
21.747,-7.54,-11.94,-3.12,14.46
21.757,-6.63,-10.97,-5.29,13.86
21.767,-5.64,-9.90,-6.56,13.15
21.777,-4.25,-9.07,-7.02,12.23
21.787,-2.23,-8.50,-6.85,11.14
21.797,0.23,-7.77,-6.03,9.84
21.807,2.42,-6.91,-4.42,8.55
21.817,4.85,-5.81,-2.64,8.02
21.827,6.69,-4.61,-0.79,8.16
21.837,8.65,-3.50,1.28,9.42
21.847,11.06,-2.41,2.99,11.70
21.857,13.28,-1.06,4.41,14.03
21.867,15.08,0.33,5.61,16.09
21.877,16.17,1.50,6.42,17.46
21.887,16.77,2.22,6.81,18.23
21.897,16.76,2.67,6.95,18.34
21.907,16.38,2.91,7.16,18.11
21.917,15.73,2.77,7.29,17.56
21.927,15.11,2.45,6.97,16.82
21.937,14.90,2.20,6.61,16.45
21.947,14.99,2.29,6.37,16.45
21.957,14.95,2.47,5.77,16.22
21.967,14.39,2.55,5.12,15.48
21.977,13.65,2.51,4.65,14.63
21.987,13.18,2.17,3.94,13.93
21.997,12.79,1.72,3.19,13.29
22.007,12.21,1.36,2.71,12.58
22.017,11.30,0.98,2.46,11.61
22.027,10.11,0.37,2.11,10.34
22.037,8.52,-0.46,1.75,8.71
22.047,6.50,-1.54,1.31,6.81
22.057,3.97,-2.51,0.70,4.75
22.068,1.00,-3.53,-0.20,3.68
22.078,-1.70,-4.93,-1.33,5.38
22.088,-4.28,-6.20,-2.26,7.87
22.097,-7.01,-6.77,-2.78,10.13
22.108,-9.53,-6.87,-2.62,12.04
22.118,-12.20,-6.42,-1.94,13.92
22.128,-15.01,-6.08,-1.16,16.24
22.138,-16.87,-6.38,-1.43,18.09
22.148,-17.58,-6.74,-1.30,18.87
22.157,-16.82,-7.08,-0.51,18.25
22.168,-15.70,-6.99,0.36,17.19
22.178,-14.76,-6.56,1.33,16.21
22.188,-14.07,-6.27,2.04,15.54
22.198,-13.50,-5.77,2.48,14.88
22.208,-12.54,-5.27,2.57,13.84
22.217,-11.46,-5.06,2.03,12.69
22.228,-10.65,-5.13,1.12,11.87
22.238,-9.90,-5.20,0.42,11.19
22.248,-8.84,-5.04,0.53,10.19
22.258,-7.45,-4.69,1.33,8.90
22.268,-5.85,-4.25,1.76,7.44
22.278,-4.09,-3.32,1.84,5.58
22.288,-2.24,-1.82,1.65,3.32
22.298,-0.49,-0.13,1.13,1.24
22.308,1.30,1.56,0.29,2.05
22.318,3.32,2.43,-0.79,4.18
22.328,5.11,3.94,-1.85,6.71
22.338,6.52,5.03,-2.33,8.55
22.348,8.58,5.42,-1.59,10.27
22.358,9.59,6.21,-0.26,11.43
22.368,9.78,6.86,0.34,11.95
22.378,9.72,7.30,0.03,12.15
22.388,9.76,7.65,-0.13,12.40
22.398,9.68,7.48,-0.19,12.23
22.408,9.10,6.76,-0.65,11.35
22.418,7.98,5.80,-1.17,9.94
22.428,6.48,4.61,-1.52,8.09
22.438,4.72,3.35,-1.88,6.08
22.448,1.95,1.82,-1.79,3.21
22.458,-1.80,-0.23,-1.24,2.19
22.468,-6.06,-2.79,-1.13,6.76
22.478,-9.65,-5.04,-1.85,11.05
22.488,-12.87,-6.42,-2.87,14.67
22.498,-15.20,-7.38,-3.88,17.34
22.508,-15.89,-8.74,-4.41,18.66
22.518,-15.26,-10.16,-4.63,18.91
22.528,-13.70,-11.04,-4.56,18.18
22.538,-11.52,-11.36,-4.23,16.72
22.548,-9.13,-11.24,-3.57,14.92
22.558,-6.65,-10.91,-2.71,13.06
22.570,-4.19,-10.55,-1.61,11.47
22.578,-1.50,-10.09,-0.39,10.20
22.588,1.29,-9.30,0.70,9.41
22.598,4.04,-8.27,1.23,9.28
22.608,6.78,-7.18,1.39,9.97
22.618,9.17,-5.93,1.21,10.98
22.628,11.09,-4.52,1.10,12.03
22.638,11.98,-2.91,1.79,12.46
22.648,12.76,-2.10,2.89,13.25
22.658,13.99,-2.26,3.56,14.61
22.668,14.67,-2.00,3.68,15.26
22.678,14.70,-1.38,3.52,15.18
22.688,14.40,-1.15,2.97,14.74
22.698,13.76,-1.46,2.03,13.99
22.708,13.17,-1.56,1.32,13.33
22.718,12.72,-1.38,1.28,12.85
22.728,12.25,-1.06,1.57,12.40
22.738,12.02,-0.83,1.81,12.19
22.748,12.02,-0.63,2.06,12.21
22.758,11.67,-0.48,2.17,11.88
22.768,10.87,-0.51,2.10,11.08
22.778,9.63,-0.76,1.93,9.85
22.788,8.05,-1.38,1.46,8.30
22.798,6.34,-2.19,0.63,6.73
22.808,4.55,-2.79,-0.04,5.34
22.818,3.09,-3.23,-0.38,4.48
22.828,2.07,-3.67,-0.45,4.24
22.838,1.17,-4.00,-0.03,4.17
22.848,-0.17,-4.37,0.80,4.44
22.858,-1.89,-4.68,1.42,5.24
22.868,-3.83,-4.68,1.71,6.29
22.878,-5.58,-4.70,1.83,7.52
22.888,-7.01,-4.71,1.79,8.64
22.898,-8.06,-4.54,1.41,9.36
22.908,-8.94,-4.18,0.75,9.90
22.918,-9.45,-3.55,-0.21,10.10
22.928,-9.53,-2.80,-1.26,10.01
22.938,-9.31,-2.09,-1.86,9.72
22.948,-8.93,-1.37,-1.93,9.24
22.958,-8.43,-0.91,-1.57,8.62
22.968,-7.88,-0.70,-1.05,7.98
22.978,-7.20,-0.62,-0.67,7.26
22.988,-6.35,-0.62,-0.44,6.40
22.998,-5.46,-0.54,-0.29,5.49
23.008,-4.64,-0.32,-0.29,4.66
23.018,-3.61,-0.12,-0.31,3.62
23.028,-2.31,0.08,-0.39,2.34
23.038,-1.19,0.43,-0.59,1.40
23.048,-0.32,0.89,-1.01,1.38
23.058,0.50,1.12,-1.48,1.92
23.068,1.09,1.20,-1.70,2.35
23.078,0.49,1.82,-1.07,2.16
23.088,-0.29,1.51,0.37,1.58
23.098,0.45,0.35,-0.70,0.90
23.108,0.35,-0.50,-1.41,1.54
23.118,-0.34,-0.86,-0.93,1.31
23.128,-0.76,-1.10,-0.24,1.36
23.138,-0.72,-1.35,0.13,1.54
23.148,-0.57,-1.51,0.16,1.62
23.158,-0.44,-1.35,0.24,1.44
23.168,-0.36,-0.96,0.28,1.06
23.178,-0.25,-0.53,0.04,0.59
23.188,-0.06,-0.24,-0.23,0.33
23.198,0.39,-0.08,-0.45,0.60
23.208,0.87,0.12,-0.76,1.16
23.218,-1.08,-0.27,-0.35,1.17
23.228,-0.94,-0.98,-0.20,1.37
23.238,-0.25,-0.27,0.05,0.38
23.248,-0.76,0.38,0.82,1.18
23.258,-0.27,0.64,1.32,1.49
23.268,0.45,0.25,0.79,0.94
23.278,0.34,0.55,1.07,1.25
23.288,0.17,0.98,1.70,1.97
23.298,0.64,0.67,1.39,1.68
23.308,0.84,0.80,1.27,1.72
23.318,0.51,1.27,2.43,2.79
23.328,0.41,1.86,3.32,3.83
23.338,0.65,3.29,1.57,3.70
23.348,0.41,4.13,0.34,4.16
23.358,-0.17,3.78,1.15,3.95
23.368,-0.26,3.10,-0.07,3.11
23.378,-0.40,2.91,-2.62,3.93
23.389,-0.93,3.70,-3.21,4.98
23.398,-1.43,5.21,-2.91,6.14
23.408,-1.52,5.86,-1.95,6.36
23.418,-1.45,5.96,-1.01,6.22
23.429,-1.25,5.92,-0.35,6.06
23.438,-0.84,4.80,-0.05,4.88
23.449,-0.43,3.37,-0.06,3.40
23.458,-0.06,2.03,-0.28,2.05
23.468,0.44,1.49,-0.34,1.59
23.478,0.73,1.94,0.03,2.08
23.489,0.16,2.64,0.54,2.70
23.499,-0.58,3.34,0.89,3.51
23.509,-1.02,3.80,0.59,3.98
23.518,-1.02,3.21,-0.55,3.41
23.529,-1.07,1.90,-1.59,2.70
23.539,-1.53,0.79,-1.10,2.04
23.549,-1.62,-0.00,-0.14,1.63
23.558,-2.28,-1.23,1.34,2.92
23.569,-3.12,-2.84,1.26,4.40
23.579,-2.74,-4.30,-0.14,5.10
23.589,-1.87,-5.51,-0.41,5.83
23.599,-0.49,-6.02,-1.16,6.15
23.609,1.77,-6.69,-1.52,7.08
23.619,3.83,-7.66,-1.95,8.79
23.629,4.71,-8.41,-1.86,9.81
23.639,3.73,-9.13,-0.13,9.86
23.649,1.86,-10.42,2.33,10.84
23.659,0.15,-10.98,4.29,11.79
23.669,-0.80,-10.49,4.92,11.61
23.679,-0.77,-10.05,4.79,11.16
23.689,-0.33,-9.57,3.72,10.27
23.699,0.40,-9.01,1.71,9.18
23.709,1.28,-8.54,-0.44,8.64
23.719,1.71,-7.97,-1.79,8.35
23.729,1.24,-7.01,-1.95,7.38
23.739,0.24,-5.60,-1.40,5.78
23.749,-0.58,-4.09,-1.03,4.26
23.759,-0.68,-2.60,-1.36,3.01
23.769,-0.20,-1.16,-2.56,2.82
23.779,0.42,-0.01,-3.87,3.89
23.789,0.99,1.60,-4.36,4.75
23.799,0.83,3.96,-4.05,5.72
23.809,1.45,5.25,-3.65,6.56
23.819,1.98,6.57,-2.60,7.34
23.829,2.28,8.43,-1.38,8.85
23.839,2.72,10.08,-1.01,10.49
23.849,3.59,11.07,-0.82,11.67
23.859,4.61,11.84,-0.65,12.73
23.869,5.56,12.61,-0.47,13.79
23.879,6.11,13.12,-0.34,14.47
23.889,6.09,12.71,-0.24,14.09
23.899,5.81,11.23,0.28,12.64
23.909,5.39,9.59,0.62,11.02
23.919,4.89,8.55,0.12,9.85
23.929,4.24,7.61,-1.11,8.78
23.939,2.77,6.10,-2.22,7.06
23.949,0.60,4.31,-2.67,5.11
23.959,-1.45,2.52,-2.86,4.08
23.969,-3.16,0.72,-3.20,4.55
23.979,-5.35,-1.15,-3.48,6.49
23.989,-6.64,-3.03,-3.47,8.08
23.999,-6.58,-4.83,-2.92,8.67
24.009,-5.75,-6.33,-1.98,8.78
24.019,-4.55,-7.93,-0.92,9.19
24.029,-3.43,-9.45,0.28,10.06
24.039,-2.90,-10.25,2.19,10.88
24.049,-2.91,-10.75,4.57,12.04
24.059,-3.24,-11.33,6.81,13.61
24.069,-3.47,-11.41,8.34,14.55
24.079,-3.30,-10.88,8.36,14.11
24.089,-2.43,-10.11,7.10,12.59
24.099,-1.30,-9.11,5.70,10.82
24.109,-0.43,-7.99,4.15,9.02
24.119,0.20,-7.06,2.06,7.36
24.129,0.87,-6.34,-0.27,6.41
