time,ax,ay,az,atotal
11.249,-0.02,-0.24,-0.07,0.25
11.260,0.09,-0.19,-0.03,0.21
11.270,0.26,-0.12,-0.05,0.29
11.279,0.41,-0.06,-0.11,0.43
11.289,0.37,-0.02,-0.21,0.43
11.299,0.20,-0.04,-0.07,0.21
11.310,0.12,-0.14,-0.09,0.20
11.320,0.05,-0.19,-0.11,0.23
11.330,-0.03,-0.15,-0.00,0.16
11.340,-0.15,-0.10,0.29,0.35
11.350,-0.33,-0.10,0.67,0.76
11.360,-0.43,-0.14,0.94,1.04
11.369,-0.41,-0.19,1.00,1.10
11.380,-0.37,-0.19,0.99,1.07
11.390,-0.28,-0.11,0.91,0.96
11.399,-0.16,-0.05,0.81,0.83
11.410,0.01,-0.03,0.59,0.59
11.420,0.09,-0.02,0.25,0.27
11.430,0.08,0.03,-0.06,0.10
11.440,-0.08,0.06,-0.16,0.19
11.450,-0.26,0.06,-0.11,0.29
11.460,-0.45,0.00,-0.06,0.46
11.470,-0.50,-0.06,0.02,0.51
11.480,-0.44,-0.04,0.17,0.48
11.490,-0.30,0.06,0.25,0.40
11.500,-0.25,0.22,0.26,0.42
11.510,-0.32,0.23,0.25,0.46
11.520,-0.48,0.13,0.18,0.53
11.530,-0.51,0.03,-0.02,0.52
11.540,-0.54,-0.00,-0.36,0.65
11.550,-0.47,0.01,-0.56,0.73
11.560,-0.22,-0.18,-0.53,0.60
11.570,-0.12,-0.21,-0.35,0.43
11.580,-0.31,0.01,-0.05,0.32
11.590,-0.48,0.22,0.26,0.59
11.600,-0.55,0.25,0.59,0.84
11.610,-0.34,0.02,0.70,0.78
11.620,0.04,-0.28,0.41,0.50
11.630,0.38,-0.53,-0.12,0.66
11.640,0.72,-0.50,-0.54,1.03
11.650,0.65,-0.23,-0.60,0.91
11.660,0.61,0.01,-0.25,0.66
11.670,0.68,0.03,0.21,0.71
11.680,0.82,0.02,0.64,1.04
11.690,1.03,0.09,0.77,1.29
11.700,0.89,0.15,0.81,1.21
11.710,0.53,0.18,0.77,0.95
11.720,0.40,0.12,0.42,0.59
11.730,0.53,0.02,-0.22,0.58
11.740,0.73,-0.03,-0.91,1.17
11.750,0.89,0.03,-1.49,1.73
11.760,0.79,0.09,-1.79,1.96
11.770,0.31,-0.05,-1.68,1.71
11.780,-0.30,-0.32,-1.29,1.37
11.790,-0.79,-0.59,-0.79,1.26
11.800,-1.08,-0.68,-0.31,1.31
11.810,-1.20,-0.78,-0.06,1.43
11.820,-1.17,-0.92,0.03,1.49
11.830,-1.10,-0.98,0.16,1.48
11.840,-1.05,-0.92,0.31,1.44
11.850,-1.01,-0.78,0.42,1.34
11.860,-0.85,-0.54,0.40,1.08
11.870,-0.61,-0.23,0.33,0.73
11.880,-0.20,0.09,0.29,0.36
11.890,0.50,0.43,0.37,0.76
11.900,1.02,0.47,0.47,1.22
11.910,1.03,0.10,0.52,1.15
11.920,0.73,-0.06,1.02,1.26
11.930,0.13,0.05,1.62,1.63
11.940,-0.30,0.09,1.77,1.80
11.950,-0.45,-0.12,1.61,1.68
11.960,-0.54,-0.38,1.44,1.58
11.970,-0.58,-0.58,1.18,1.44
11.980,-0.43,-0.55,0.72,1.00
11.990,0.06,-0.23,0.02,0.24
12.000,0.47,0.13,-0.59,0.77
12.010,0.51,0.29,-0.88,1.05
12.020,-0.10,0.11,-0.51,0.53
12.030,-0.44,-0.12,-0.13,0.47
12.040,-0.76,-0.30,0.23,0.85
12.050,-0.95,-0.31,0.38,1.07
12.060,-0.96,-0.20,0.36,1.05
12.070,-0.54,-0.03,0.12,0.55
12.080,-0.03,0.06,-0.44,0.44
12.090,0.29,0.15,-1.00,1.05
12.100,0.42,0.21,-1.47,1.54
12.110,0.24,0.14,-1.65,1.67
12.120,-0.21,-0.02,-1.43,1.44
12.130,-0.37,-0.08,-1.08,1.15
12.140,-0.12,0.03,-0.79,0.80
12.150,0.24,0.08,-0.74,0.78
12.160,0.34,-0.07,-0.74,0.81
12.170,0.34,-0.21,-0.73,0.84
12.180,0.37,-0.27,-0.76,0.89
12.190,0.39,-0.31,-0.74,0.89
12.200,0.33,-0.32,-0.19,0.50
12.210,0.34,-0.13,0.30,0.47
12.221,-0.20,0.03,0.71,0.73
12.230,-0.71,-0.14,1.24,1.43
12.240,-0.72,-0.60,1.37,1.66
12.250,-0.43,-0.97,1.25,1.64
12.261,-0.20,-1.00,1.02,1.44
12.270,-0.17,-0.90,0.62,1.11
12.280,-0.20,-0.63,0.32,0.73
12.290,-0.19,-0.17,0.21,0.33
12.300,-0.15,0.19,0.20,0.31
12.310,-0.17,0.30,0.48,0.59
12.320,-0.13,0.22,0.62,0.67
12.330,0.02,0.02,0.56,0.56
12.340,0.09,0.02,0.44,0.45
12.350,0.05,0.10,0.30,0.32
12.360,0.04,0.09,0.17,0.20
12.370,0.07,0.22,0.10,0.25
12.380,0.13,0.47,-0.04,0.49
12.390,0.16,0.52,-0.13,0.56
12.400,0.19,0.35,-0.14,0.42
12.410,0.23,0.13,-0.30,0.41
12.420,0.17,0.02,-0.65,0.67
12.430,0.01,-0.07,-0.91,0.92
12.440,-0.09,-0.21,-0.95,0.97
12.450,-0.11,-0.33,-0.82,0.89
12.460,-0.03,-0.30,-0.62,0.69
12.470,0.11,-0.14,-0.39,0.43
12.480,0.26,0.02,-0.06,0.27
12.490,0.46,0.21,0.20,0.55
12.500,0.69,0.29,0.32,0.82
12.510,0.79,0.28,0.42,0.94
12.520,0.70,0.32,0.50,0.92
12.530,0.47,0.28,0.52,0.76
12.540,0.29,0.22,0.37,0.52
12.550,0.17,0.11,0.10,0.22
12.561,0.08,-0.00,-0.15,0.17
12.570,0.09,0.03,-0.38,0.39
12.580,0.12,0.01,-0.65,0.66
12.590,-0.02,-0.14,-0.75,0.76
12.600,-0.36,-0.24,-0.65,0.78
12.610,-0.68,-0.30,-0.49,0.88
12.620,-0.85,-0.34,-0.31,0.97
12.630,-0.80,-0.33,0.02,0.87
12.640,-0.61,-0.25,0.32,0.73
12.650,-0.37,-0.20,0.31,0.52
12.661,-0.15,0.00,0.07,0.17
12.670,-0.02,-0.10,-0.14,0.17
12.681,-0.04,-0.09,-0.01,0.09
12.691,-0.08,0.06,0.27,0.28
12.701,-0.11,0.13,0.52,0.55
12.711,-0.12,0.06,0.81,0.82
12.721,-0.12,-0.04,0.94,0.95
12.731,-0.03,-0.09,0.80,0.81
12.741,0.03,-0.08,0.46,0.47
12.751,-0.00,-0.08,0.18,0.20
12.761,-0.11,-0.16,0.02,0.19
12.771,-0.17,-0.28,-0.14,0.36
12.781,-0.22,-0.33,-0.29,0.49
12.791,-0.24,-0.29,-0.38,0.54
12.801,-0.23,-0.21,-0.33,0.45
12.811,-0.15,-0.16,-0.16,0.27
12.821,-0.06,-0.15,-0.01,0.16
12.831,0.06,-0.10,0.09,0.15
12.841,0.14,-0.07,0.09,0.18
12.851,0.14,-0.04,0.10,0.18
12.861,0.09,-0.01,0.17,0.20
12.871,-0.01,0.01,0.32,0.32
12.881,-0.02,-0.04,0.41,0.41
12.891,-0.00,-0.09,0.39,0.40
12.901,0.08,-0.08,0.32,0.34
12.911,0.18,-0.03,0.13,0.23
12.921,0.20,0.02,-0.08,0.21
12.931,0.12,0.01,-0.19,0.22
12.941,0.05,0.01,-0.23,0.24
12.951,-0.02,-0.02,-0.25,0.25
12.961,-0.10,-0.04,-0.18,0.21
12.971,-0.20,-0.07,-0.10,0.23
12.981,-0.19,-0.10,-0.09,0.23
12.991,-0.11,-0.05,-0.10,0.16
13.001,-0.02,-0.04,-0.04,0.06
13.011,0.02,-0.09,0.02,0.10
13.021,0.03,-0.14,0.13,0.20
13.031,0.03,-0.17,0.21,0.27
13.041,-0.02,-0.18,0.24,0.31
13.051,-0.04,-0.19,0.23,0.31
13.061,-0.06,-0.19,0.26,0.32
13.071,-0.08,-0.15,0.33,0.37
13.081,-0.05,-0.12,0.30,0.33
13.091,0.01,-0.07,0.20,0.21
13.101,0.09,0.00,0.03,0.10
13.111,0.16,0.09,-0.05,0.19
13.121,0.16,0.14,-0.05,0.22
13.131,0.21,0.03,-0.22,0.30
13.141,0.19,-0.01,-0.05,0.20
13.151,-0.11,0.11,0.34,0.38
13.161,-0.22,-0.12,0.41,0.49
13.171,-0.21,-0.45,0.31,0.59
13.181,-0.30,-0.50,0.06,0.59
13.191,-0.33,-0.28,-0.09,0.45
13.201,-0.30,-0.10,-0.12,0.34
13.211,-0.15,-0.13,-0.13,0.24
13.221,0.03,-0.20,-0.07,0.22
13.231,0.04,-0.16,0.08,0.18
13.241,-0.06,-0.10,0.19,0.22
13.251,-0.15,-0.13,0.16,0.26
13.261,-0.22,-0.16,0.11,0.30
13.271,-0.28,-0.11,0.06,0.30
13.281,-0.25,-0.08,-0.07,0.27
13.291,-0.14,-0.06,-0.22,0.27
13.301,-0.04,-0.00,-0.38,0.39
13.311,0.10,0.05,-0.53,0.54
13.321,0.19,0.09,-0.60,0.64
13.331,0.24,0.13,-0.49,0.57
13.341,0.22,0.14,-0.36,0.45
13.351,0.24,0.09,-0.28,0.38
13.361,0.27,0.09,-0.19,0.34
13.371,0.26,0.17,-0.10,0.33
13.381,0.26,0.18,-0.06,0.32
13.391,0.24,0.15,-0.02,0.28
13.401,0.14,0.13,0.19,0.27
13.411,-0.02,0.07,0.34,0.35
13.421,-0.10,-0.08,0.36,0.38
13.431,-0.23,-0.13,0.35,0.44
13.441,-0.40,-0.19,0.29,0.53
13.451,-0.52,-0.29,0.16,0.61
13.461,-0.55,-0.36,0.05,0.65
13.471,-0.55,-0.38,-0.05,0.67
13.481,-0.54,-0.39,-0.13,0.67
13.491,-0.51,-0.33,-0.10,0.62
13.501,-0.48,-0.27,-0.03,0.55
13.511,-0.36,-0.23,0.04,0.43
13.521,-0.20,-0.18,0.09,0.29
13.531,-0.09,-0.12,0.14,0.21
13.541,0.06,-0.09,0.12,0.16
13.551,0.21,-0.05,0.13,0.26
13.561,0.28,0.02,0.17,0.33
13.571,0.31,0.01,0.24,0.39
13.581,0.33,-0.02,0.25,0.41
13.591,0.33,-0.03,0.28,0.44
13.601,0.33,-0.03,0.29,0.44
13.611,0.29,-0.04,0.17,0.34
13.621,0.23,0.01,0.03,0.23
13.631,0.12,0.08,-0.07,0.16
13.641,-0.05,0.07,-0.01,0.09
13.651,-0.19,0.03,0.11,0.22
13.661,-0.24,-0.02,0.34,0.42
13.671,-0.25,-0.13,0.60,0.67
13.681,-0.26,-0.30,0.77,0.86
13.691,-0.19,-0.48,0.66,0.84
13.701,-0.14,-0.50,0.34,0.62
13.711,-0.24,-0.40,-0.00,0.46
13.721,-0.46,-0.21,-0.23,0.56
13.731,-0.69,-0.02,-0.32,0.76
13.741,-0.81,0.10,-0.40,0.90
13.751,-0.64,0.21,-0.55,0.86
13.761,-0.39,0.25,-0.84,0.96
13.771,-0.22,0.33,-0.79,0.89
13.781,-0.04,0.20,-0.60,0.63
13.791,0.14,-0.09,-0.66,0.69
13.801,0.22,-0.09,-0.66,0.70
13.811,0.28,0.04,-0.57,0.64
13.821,0.38,0.12,-0.47,0.62
13.831,0.42,0.18,-0.37,0.59
13.841,0.38,0.19,-0.23,0.49
13.851,0.33,0.25,-0.07,0.42
13.862,0.31,0.28,0.15,0.44
13.871,0.32,0.14,0.37,0.51
13.881,0.28,-0.05,0.43,0.51
13.891,0.14,-0.17,0.38,0.44
13.901,-0.07,-0.23,0.32,0.40
13.912,-0.20,-0.19,0.25,0.37
13.921,-0.15,-0.13,0.11,0.22
13.931,-0.02,-0.08,-0.02,0.09
13.941,0.02,-0.00,-0.06,0.06
13.951,0.03,0.05,-0.07,0.09
13.961,0.08,-0.04,-0.08,0.12
13.972,0.03,-0.04,-0.11,0.12
13.982,-0.02,-0.06,-0.13,0.15
13.991,-0.00,-0.17,-0.07,0.19
14.002,-0.04,-0.22,0.11,0.25
14.012,-0.14,-0.10,0.27,0.32
14.022,-0.21,-0.01,0.32,0.39
14.032,-0.20,-0.01,0.29,0.35
14.042,-0.20,-0.06,0.19,0.28
14.052,-0.18,-0.08,0.07,0.21
14.062,-0.20,-0.10,-0.07,0.24
14.072,-0.13,-0.07,-0.25,0.29
14.082,-0.05,-0.05,-0.35,0.36
14.092,0.06,-0.06,-0.26,0.27
14.102,0.03,-0.09,-0.09,0.13
14.112,-0.14,-0.04,0.11,0.18
14.122,-0.26,0.01,0.21,0.33
14.132,-0.26,-0.07,0.22,0.35
14.142,-0.22,-0.07,0.19,0.30
14.152,-0.10,-0.03,0.08,0.13
14.162,0.07,-0.01,-0.00,0.07
14.172,0.20,-0.02,-0.04,0.21
14.182,0.22,0.07,-0.07,0.24
14.192,0.18,0.18,-0.13,0.28
14.202,0.16,0.13,-0.19,0.28
14.212,0.18,-0.01,-0.15,0.23
14.222,0.16,-0.13,-0.15,0.25
14.232,0.12,-0.16,-0.17,0.26
14.242,0.10,-0.13,-0.13,0.21
14.252,0.10,-0.09,-0.04,0.14
14.262,0.17,-0.04,-0.00,0.17
14.272,0.23,0.04,0.01,0.24
14.282,0.19,0.10,0.11,0.24
14.292,0.14,0.04,0.24,0.29
14.302,0.05,-0.06,0.29,0.30
14.312,-0.03,-0.07,0.28,0.29
14.322,-0.01,-0.04,0.21,0.21
14.332,0.01,-0.07,0.06,0.09
14.342,0.01,-0.13,-0.01,0.13
14.352,0.00,-0.16,-0.01,0.16
14.362,0.07,-0.08,-0.02,0.11
14.372,0.17,-0.06,0.06,0.19
14.382,0.18,-0.07,0.24,0.31
14.392,0.13,-0.06,0.42,0.44
14.402,0.11,-0.04,0.49,0.50
14.412,0.14,-0.16,0.52,0.56
14.422,0.02,-0.24,0.49,0.54
14.432,-0.15,-0.23,0.47,0.54
14.442,-0.22,-0.25,0.43,0.54
14.452,-0.13,-0.20,0.32,0.40
14.462,0.12,0.02,0.22,0.25
14.472,0.52,0.22,0.15,0.58
14.482,0.80,0.15,0.12,0.82
14.492,0.71,-0.03,0.23,0.75
14.502,0.49,-0.24,0.59,0.80
14.512,0.23,-0.35,0.89,0.99
14.522,0.18,-0.26,0.80,0.86
14.532,0.40,-0.08,0.38,0.55
14.542,0.66,-0.08,-0.07,0.67
14.552,0.82,-0.23,-0.23,0.89
14.562,0.72,-0.30,-0.02,0.78
14.572,0.43,-0.23,0.41,0.64
14.582,-0.03,-0.18,0.86,0.87
14.592,-0.57,-0.23,1.02,1.20
14.602,-0.86,-0.21,0.90,1.26
14.612,-0.83,-0.28,0.60,1.06
14.622,-0.80,-0.48,0.14,0.94
14.632,-0.78,-0.42,-0.41,0.98
14.642,-0.61,-0.22,-0.87,1.08
14.652,-0.51,-0.09,-1.15,1.26
14.662,-0.49,-0.09,-1.15,1.25
14.672,-0.59,-0.13,-0.73,0.95
14.682,-0.78,-0.15,-0.39,0.88
14.692,-0.98,-0.27,-0.12,1.03
14.702,-1.11,-0.29,0.04,1.14
14.712,-0.90,-0.19,0.04,0.92
14.722,-0.64,-0.14,-0.11,0.66
14.732,-0.44,-0.03,-0.28,0.52
14.742,-0.28,0.12,-0.34,0.45
14.752,-0.02,0.01,-0.47,0.47
14.762,0.33,-0.10,-0.60,0.69
14.772,0.63,-0.09,-0.64,0.90
14.782,0.67,-0.00,-0.45,0.81
14.792,0.47,0.10,-0.21,0.52
14.802,0.16,0.08,0.02,0.18
14.812,-0.12,-0.06,0.19,0.23
14.822,-0.19,-0.04,0.07,0.20
14.832,-0.18,-0.09,-0.01,0.20
14.842,-0.44,-0.34,-0.06,0.56
14.852,-0.62,-0.40,-0.05,0.74
14.862,-0.57,-0.28,0.11,0.64
14.872,-0.40,-0.10,0.22,0.47
14.882,-0.20,-0.04,0.30,0.36
14.892,0.13,-0.02,0.36,0.38
14.902,0.42,0.11,0.35,0.56
14.912,0.53,0.23,0.29,0.65
14.922,0.52,0.18,0.16,0.57
14.932,0.33,-0.03,-0.02,0.33
14.942,0.06,-0.16,-0.19,0.25
14.952,-0.17,-0.12,-0.25,0.33
14.962,-0.29,-0.08,-0.34,0.46
14.972,-0.33,-0.13,-0.39,0.53
14.982,-0.31,-0.19,-0.31,0.48
14.992,-0.12,-0.12,-0.22,0.28
15.002,0.07,-0.02,-0.16,0.18
15.012,0.26,0.03,-0.05,0.26
15.022,0.30,0.06,0.13,0.34
15.032,0.23,0.04,0.21,0.32
15.042,0.16,-0.02,0.21,0.27
15.053,0.05,-0.05,0.14,0.15
15.063,-0.10,-0.10,0.06,0.15
15.072,-0.26,-0.10,0.13,0.31
15.082,-0.32,-0.18,0.19,0.41
15.092,-0.24,-0.18,0.17,0.34
15.102,0.05,-0.09,0.09,0.14
15.112,0.36,-0.03,-0.03,0.36
15.122,0.47,-0.04,-0.14,0.49
15.132,0.30,-0.09,-0.15,0.35
15.142,0.08,-0.14,-0.12,0.20
15.153,-0.08,-0.10,-0.11,0.17
15.163,-0.18,-0.09,-0.08,0.22
15.172,-0.23,-0.17,-0.01,0.28
15.182,-0.15,-0.16,0.07,0.23
15.192,-0.02,-0.05,0.16,0.17
15.202,0.11,0.01,0.25,0.27
15.212,0.20,-0.06,0.23,0.31
15.222,0.19,-0.03,0.19,0.27
15.232,0.10,0.06,0.30,0.32
15.242,0.05,0.01,0.29,0.29
15.252,0.09,-0.02,0.23,0.25
15.263,0.12,-0.02,0.22,0.25
15.272,0.25,-0.02,0.21,0.33
15.282,0.43,-0.05,0.17,0.46
15.292,0.74,-0.18,-0.06,0.76
15.303,0.67,-0.31,-0.34,0.81
15.312,0.49,-0.15,-0.16,0.54
15.323,0.41,-0.17,-0.01,0.45
15.333,0.31,-0.21,0.01,0.38
15.343,0.31,-0.13,0.03,0.33
15.353,0.43,-0.08,0.12,0.45
15.363,0.57,-0.05,0.13,0.59
15.372,0.54,-0.01,0.09,0.55
15.383,0.42,-0.02,-0.04,0.42
15.392,0.32,-0.09,-0.10,0.34
15.403,0.21,-0.11,-0.13,0.27
15.413,0.07,-0.15,-0.14,0.22
15.423,0.02,-0.21,-0.22,0.30
15.433,-0.06,-0.21,-0.35,0.41
15.443,-0.16,-0.16,-0.37,0.44
15.453,-0.14,-0.12,-0.39,0.43
15.463,-0.06,-0.12,-0.46,0.48
15.473,-0.07,-0.13,-0.47,0.50
15.483,-0.18,-0.08,-0.19,0.28
15.493,-0.31,-0.04,0.16,0.35
15.503,-0.47,-0.04,0.32,0.57
15.513,-0.56,0.01,0.38,0.68
15.523,-0.60,-0.03,0.36,0.71
15.533,-0.66,-0.10,0.29,0.72
15.543,-0.55,-0.15,0.23,0.62
15.553,-0.35,-0.18,0.10,0.40
15.563,-0.29,-0.26,-0.09,0.40
15.573,-0.40,-0.34,-0.13,0.54
15.583,-0.33,-0.31,0.07,0.45
15.593,-0.05,-0.25,0.19,0.32
15.603,0.24,-0.06,0.09,0.27
15.613,0.43,0.02,0.12,0.45
15.623,0.53,-0.08,0.39,0.66
15.633,0.46,-0.14,0.56,0.74
15.643,0.32,-0.13,0.63,0.72
15.653,0.20,-0.19,0.65,0.70
15.663,0.04,-0.27,0.56,0.62
15.673,-0.17,-0.34,0.45,0.59
15.683,-0.37,-0.49,0.28,0.68
15.693,-0.55,-0.63,0.07,0.83
15.703,-0.59,-0.54,-0.06,0.80
15.713,-0.51,-0.36,-0.09,0.63
15.723,-0.37,-0.20,-0.04,0.42
15.733,-0.22,-0.14,-0.01,0.26
15.743,-0.18,-0.03,0.01,0.18
15.753,-0.20,0.16,0.03,0.26
15.763,-0.19,0.32,0.03,0.37
15.773,-0.07,0.34,0.03,0.35
15.783,-0.04,0.36,-0.03,0.36
15.793,-0.08,0.44,-0.05,0.45
15.803,-0.12,0.44,-0.14,0.48
15.813,-0.22,0.56,-0.27,0.66
15.823,-0.28,0.68,-0.21,0.77
15.833,-0.42,0.43,-0.27,0.66
15.843,-0.77,0.10,-0.77,1.09
15.853,-1.03,0.03,-1.29,1.65
15.863,-0.99,0.00,-1.44,1.75
15.873,-0.79,-0.02,-1.21,1.45
15.883,-0.54,-0.01,-0.84,0.99
15.893,-0.26,-0.03,-0.53,0.60
15.903,-0.02,-0.07,-0.35,0.36
15.913,0.22,-0.13,-0.24,0.35
15.923,0.43,-0.12,-0.12,0.46
15.933,0.59,-0.06,0.03,0.59
15.943,0.69,-0.02,0.17,0.71
15.953,0.70,0.03,0.35,0.78
15.963,0.60,0.01,0.49,0.78
15.973,0.39,-0.07,0.60,0.72
15.983,0.14,-0.08,0.65,0.67
15.993,-0.08,-0.09,0.70,0.71
16.003,-0.29,-0.10,0.69,0.76
16.013,-0.37,-0.08,0.62,0.72
16.023,-0.34,-0.09,0.51,0.62
16.033,-0.18,-0.04,0.40,0.44
16.043,0.05,-0.03,0.30,0.30
16.053,0.19,-0.03,0.21,0.28
16.063,0.28,-0.04,0.07,0.29
16.073,0.29,-0.08,-0.12,0.32
16.083,0.24,-0.05,-0.28,0.37
16.093,0.16,-0.07,-0.32,0.37
16.103,0.11,-0.00,-0.32,0.34
16.113,0.07,-0.00,-0.30,0.31
16.123,0.05,-0.01,-0.24,0.24
16.133,-0.04,-0.04,-0.10,0.11
16.143,-0.17,-0.04,0.01,0.17
16.153,-0.26,-0.03,0.07,0.27
16.163,-0.24,-0.04,0.12,0.28
16.173,-0.17,0.01,0.16,0.23
16.183,-0.04,-0.04,0.18,0.19
16.193,0.03,-0.07,0.23,0.24
16.203,0.08,-0.06,0.22,0.24
16.213,0.07,-0.08,0.20,0.22
16.223,0.03,-0.11,0.22,0.24
16.233,0.05,-0.10,0.16,0.20
16.243,0.07,-0.07,0.04,0.11
16.253,0.14,-0.06,-0.05,0.16
16.263,0.15,-0.08,-0.08,0.19
16.273,0.17,-0.05,-0.13,0.22
16.283,0.16,-0.08,-0.12,0.22
16.293,0.13,-0.10,-0.09,0.18
16.303,0.04,-0.02,-0.07,0.08
16.313,0.04,-0.08,-0.04,0.09
16.323,0.02,-0.08,0.02,0.09
16.333,-0.06,-0.01,-0.01,0.06
16.343,-0.10,0.02,-0.07,0.12
16.353,-0.15,-0.03,-0.05,0.16
16.363,-0.21,0.00,-0.11,0.24
16.373,-0.22,-0.00,-0.16,0.27
16.383,-0.17,0.03,-0.18,0.25
16.393,-0.12,-0.01,-0.18,0.21
16.403,-0.05,-0.05,-0.13,0.15
16.413,-0.03,-0.06,-0.08,0.10
16.423,-0.02,-0.02,-0.06,0.07
16.433,0.05,0.04,-0.07,0.10
16.443,0.12,-0.06,-0.02,0.14
16.453,0.03,-0.12,0.01,0.12
16.463,-0.12,-0.03,-0.15,0.19
16.473,-0.09,-0.16,-0.05,0.19
16.483,-0.12,-0.25,0.14,0.31
16.493,-0.21,-0.16,0.00,0.26
16.503,-0.17,-0.15,-0.09,0.25
16.513,0.04,0.01,-0.06,0.08
16.523,0.23,0.02,0.01,0.23
16.533,0.28,0.01,0.03,0.28
16.544,0.24,0.03,-0.02,0.24
16.553,0.23,0.06,-0.11,0.27
16.563,0.25,0.04,-0.06,0.26
16.573,0.18,0.03,0.05,0.19
16.583,0.08,0.06,0.03,0.11
16.593,-0.00,0.05,0.04,0.06
16.603,-0.04,0.04,0.05,0.08
16.613,-0.14,0.05,-0.01,0.14
16.623,-0.21,0.01,-0.08,0.23
16.633,-0.20,-0.07,-0.12,0.24
16.643,-0.21,-0.10,-0.15,0.28
16.653,-0.20,-0.10,-0.16,0.28
16.663,-0.12,-0.08,-0.12,0.18
16.673,-0.04,-0.08,-0.02,0.09
16.683,-0.01,-0.07,0.08,0.10
16.693,-0.00,-0.07,0.22,0.23
16.704,-0.02,-0.05,0.29,0.30
16.713,0.00,-0.06,0.29,0.30
16.723,0.03,-0.04,0.19,0.20
16.734,0.06,-0.01,0.03,0.07
16.743,0.16,-0.06,-0.03,0.17
16.753,0.13,-0.08,-0.06,0.16
16.763,0.07,-0.07,-0.13,0.16
16.774,0.09,-0.04,-0.21,0.23
16.784,0.11,0.01,-0.27,0.29
16.794,0.10,-0.01,-0.26,0.28
16.804,0.07,-0.07,-0.11,0.15
16.813,-0.04,-0.02,-0.05,0.07
16.824,-0.11,-0.00,-0.00,0.11
16.834,-0.12,-0.08,0.08,0.17
16.844,-0.14,-0.04,0.01,0.15
16.854,-0.10,-0.03,-0.09,0.14
16.864,0.04,0.02,-0.09,0.10
16.874,0.16,0.01,-0.03,0.16
16.884,0.14,-0.06,0.02,0.15
16.894,0.03,-0.04,-0.02,0.05
16.904,-0.08,-0.03,-0.09,0.12
16.914,-0.12,-0.04,-0.11,0.17
16.924,-0.09,-0.04,-0.12,0.16
16.934,-0.04,-0.03,-0.09,0.11
16.944,0.01,0.01,-0.01,0.02
16.954,0.02,-0.02,0.03,0.04
16.964,-0.07,-0.06,0.07,0.11
16.974,-0.14,-0.04,0.06,0.15
16.984,-0.14,-0.06,0.07,0.17
16.994,-0.12,-0.07,0.11,0.18
17.004,-0.06,-0.07,0.08,0.13
17.014,0.03,-0.05,0.04,0.07
17.024,0.11,-0.07,-0.01,0.13
17.034,0.10,-0.09,-0.08,0.15
17.044,0.09,-0.09,-0.14,0.19
17.054,0.11,-0.05,-0.16,0.21
17.064,0.14,-0.04,-0.11,0.18
17.074,0.08,-0.01,-0.08,0.11
17.084,0.03,0.03,-0.08,0.09
17.094,-0.01,0.01,-0.04,0.04
17.104,-0.06,-0.04,0.00,0.08
17.114,-0.12,-0.09,-0.07,0.16
17.124,-0.17,-0.08,-0.15,0.24
17.134,-0.14,-0.08,-0.15,0.22
17.144,-0.07,-0.06,-0.10,0.13
17.154,-0.00,-0.05,-0.06,0.08
17.164,0.11,-0.03,0.02,0.12
17.174,0.20,0.02,0.07,0.21
17.184,0.26,-0.02,0.12,0.29
17.194,0.23,-0.05,0.13,0.27
17.204,0.10,-0.03,0.09,0.14
17.214,-0.04,-0.04,0.05,0.08
17.224,-0.16,-0.04,0.03,0.17
17.234,-0.20,-0.06,0.01,0.21
17.244,-0.09,-0.08,-0.05,0.13
17.254,0.01,-0.04,-0.07,0.08
17.264,0.18,-0.02,-0.10,0.20
17.274,0.38,-0.04,-0.13,0.41
17.284,0.37,-0.06,-0.06,0.37
17.294,0.20,-0.03,-0.04,0.21
17.304,0.04,-0.07,-0.08,0.11
17.314,-0.17,-0.08,0.01,0.19
17.324,-0.33,-0.07,0.12,0.35
17.334,-0.41,-0.05,0.13,0.44
17.344,-0.41,-0.04,0.13,0.43
17.354,-0.27,-0.01,0.09,0.29
17.364,-0.08,-0.01,-0.09,0.12
17.374,0.23,-0.02,-0.33,0.40
17.384,0.46,0.01,-0.37,0.58
17.394,0.51,0.02,-0.20,0.55
17.404,0.35,-0.00,0.01,0.35
17.414,0.06,-0.05,0.12,0.15
17.424,-0.20,-0.08,0.19,0.29
17.434,-0.42,-0.10,0.23,0.49
17.444,-0.54,-0.08,0.22,0.59
17.454,-0.50,-0.06,0.20,0.54
17.464,-0.36,-0.02,0.14,0.39
17.474,-0.16,0.03,0.02,0.16
17.484,0.08,0.02,-0.08,0.12
17.494,0.24,0.00,-0.14,0.28
17.504,0.27,0.01,-0.22,0.35
17.514,0.20,-0.02,-0.27,0.34
17.524,0.08,-0.06,-0.31,0.33
17.534,0.00,-0.08,-0.24,0.25
17.544,-0.05,-0.06,-0.14,0.16
17.554,-0.08,-0.05,-0.05,0.11
17.564,-0.03,-0.00,0.04,0.05
17.574,0.04,-0.08,0.18,0.20
17.584,0.06,-0.01,0.16,0.17
17.594,0.11,-0.09,0.11,0.17
17.604,0.07,-0.09,0.08,0.14
17.614,0.03,-0.05,0.01,0.06
17.624,0.04,-0.02,-0.09,0.10
17.634,0.01,-0.02,-0.13,0.13
17.644,-0.07,0.03,-0.11,0.13
17.654,-0.10,0.05,-0.10,0.15
17.664,-0.16,0.04,-0.11,0.20
17.674,-0.22,0.03,-0.09,0.24
