time,ax,ay,az,atotal
0.000,-0.09,0.88,-0.19,0.91
0.010,-0.41,0.58,-0.02,0.71
0.020,-0.14,0.53,-0.12,0.56
0.030,-0.12,0.81,-0.44,0.93
0.040,-0.63,0.30,-0.05,0.69
0.050,-0.12,0.73,0.12,0.75
0.060,-0.30,0.73,-0.11,0.80
0.070,-0.11,0.61,0.10,0.62
0.080,0.19,0.80,0.08,0.82
0.090,-0.48,0.39,0.27,0.67
0.100,0.01,0.68,0.24,0.72
0.110,-0.14,0.55,0.26,0.63
0.120,-0.16,0.93,-0.16,0.96
0.130,0.20,0.76,-0.22,0.81
0.140,-0.46,-0.08,0.91,1.02
0.150,0.15,0.55,0.68,0.89
0.160,-0.09,0.91,-0.03,0.91
0.171,-0.13,0.99,0.08,1.00
0.181,0.22,0.76,-0.06,0.80
0.191,-0.09,0.36,0.37,0.52
0.201,0.01,0.37,0.04,0.38
0.211,-0.34,0.62,0.26,0.75
0.221,-0.02,0.61,0.23,0.65
0.231,0.15,0.41,0.48,0.65
0.241,-0.22,0.80,0.17,0.84
0.251,-0.32,0.96,-0.21,1.04
0.261,-0.24,0.58,0.15,0.65
0.271,0.12,0.47,-0.32,0.58
0.281,-0.26,0.25,0.12,0.38
0.291,-0.34,0.64,0.54,0.90
0.301,-0.34,0.49,0.88,1.06
0.311,-0.12,0.54,0.35,0.65
0.321,-0.16,0.41,-0.81,0.92
0.331,-0.45,0.47,-0.18,0.68
0.341,0.01,0.39,0.24,0.46
0.351,-0.32,0.56,0.24,0.68
0.361,-0.15,0.39,-0.90,0.99
0.371,-0.45,-0.07,-0.01,0.45
0.381,-0.31,0.15,0.60,0.69
0.391,-0.06,0.23,0.40,0.46
0.401,-0.62,0.55,-0.65,1.05
0.411,-0.16,0.04,-0.68,0.70
0.421,-0.37,0.24,0.29,0.53
0.431,-0.35,0.42,-0.10,0.56
0.441,-0.57,0.00,-0.06,0.57
0.451,-0.09,0.15,-0.34,0.39
0.461,0.06,0.13,0.25,0.29
0.472,-0.11,0.36,0.39,0.55
0.481,-0.38,-0.22,-0.03,0.44
0.492,-0.26,0.36,-0.35,0.56
0.502,0.17,0.27,0.25,0.40
0.512,-0.37,0.62,0.56,0.91
0.522,-0.34,0.15,-0.13,0.40
0.532,-0.26,0.62,0.19,0.70
0.542,-0.04,0.56,0.03,0.57
0.552,0.02,0.56,0.23,0.60
0.562,-0.20,0.11,0.15,0.27
0.572,-0.07,0.65,0.28,0.71
0.582,-0.24,0.69,0.40,0.83
0.592,0.01,1.07,0.60,1.22
0.602,-0.10,0.70,0.57,0.91
0.612,0.04,1.16,-0.28,1.19
0.622,-0.32,0.45,-0.15,0.57
0.632,-0.13,1.17,0.13,1.18
0.642,0.23,1.01,0.75,1.28
0.652,-0.08,1.76,0.38,1.80
0.662,-0.24,0.81,0.34,0.91
0.672,-0.22,1.27,0.05,1.29
0.682,0.06,0.58,0.39,0.70
0.692,-0.03,1.11,0.25,1.14
0.702,-0.62,1.21,0.19,1.37
0.712,-0.33,1.68,0.18,1.72
0.722,0.02,0.84,0.67,1.08
0.732,-0.24,1.29,-0.07,1.31
0.742,-0.40,0.82,-0.25,0.95
0.752,-0.42,1.03,0.01,1.11
0.762,0.06,0.99,0.02,0.99
0.773,-0.01,0.89,0.22,0.92
0.783,-0.19,0.78,0.29,0.86
0.793,-0.34,0.96,0.15,1.03
0.803,-0.22,0.67,0.11,0.71
0.813,-0.19,0.46,0.75,0.90
0.823,-0.27,0.64,0.03,0.70
0.833,-0.46,0.79,-0.18,0.93
0.843,-0.18,0.78,-0.03,0.80
0.853,-0.03,0.03,0.35,0.36
0.863,-0.13,0.66,-0.31,0.74
0.873,-0.18,0.28,-0.04,0.34
0.883,-0.15,0.64,0.05,0.66
0.893,-0.09,0.25,-0.15,0.30
0.903,-0.07,0.41,-0.42,0.59
0.913,0.19,-0.37,0.01,0.42
0.923,-0.32,0.71,0.08,0.79
0.933,-0.20,0.33,0.28,0.48
0.943,-0.38,0.12,0.21,0.45
0.953,0.16,0.34,0.03,0.38
0.963,-0.09,0.48,-0.29,0.57
0.973,-0.08,0.32,-0.35,0.48
0.983,-0.19,-0.12,-0.00,0.22
0.993,0.08,0.82,-0.30,0.88
1.003,-0.03,0.48,0.34,0.59
1.013,-0.24,0.45,0.18,0.54
1.023,-0.25,0.48,0.01,0.54
1.033,-0.15,0.20,-0.01,0.25
1.043,-0.10,0.67,0.22,0.71
1.053,-0.46,0.63,0.58,0.97
1.063,-0.38,0.39,0.60,0.81
1.073,-0.22,0.80,0.20,0.85
1.083,-0.44,0.60,0.18,0.76
1.094,0.11,0.68,0.82,1.07
1.104,0.22,1.05,0.08,1.07
1.114,-0.01,0.96,-0.68,1.18
1.124,0.00,0.18,0.68,0.71
1.134,-0.07,0.64,0.37,0.74
1.144,0.04,1.51,0.53,1.61
1.154,0.06,1.13,0.73,1.34
1.164,-0.28,0.77,0.38,0.90
1.174,-0.01,0.77,-0.09,0.78
1.184,-0.06,1.09,-0.22,1.11
1.194,-0.30,1.34,0.19,1.39
1.204,0.22,1.05,0.55,1.20
1.214,0.16,0.99,0.25,1.04
1.224,0.02,1.37,-0.51,1.47
1.234,0.00,0.90,0.13,0.91
1.244,0.13,0.95,-0.61,1.13
1.254,0.25,1.21,-0.22,1.26
1.264,-0.13,0.97,0.20,1.00
1.274,-0.27,0.77,0.43,0.92
1.284,0.02,1.08,-0.19,1.09
1.294,-0.03,1.01,-0.33,1.07
1.304,-0.19,0.66,0.06,0.69
1.314,0.04,0.89,-0.53,1.04
1.324,-0.11,1.09,-0.47,1.19
1.334,0.22,0.62,0.23,0.70
1.344,0.15,0.74,-0.00,0.75
1.354,-0.16,0.85,-0.38,0.94
1.364,0.05,0.13,0.82,0.83
1.374,-0.15,0.82,0.15,0.84
1.384,-0.35,0.46,-0.13,0.60
1.395,-0.09,0.02,0.71,0.72
1.405,-0.18,0.85,0.06,0.87
1.415,-0.26,0.67,-0.06,0.72
1.425,-0.13,0.45,0.38,0.60
1.435,-0.29,0.14,-0.09,0.34
1.445,-0.08,0.05,0.01,0.10
1.455,-0.12,0.68,0.40,0.79
1.465,-0.37,0.27,0.45,0.65
1.475,-0.04,-0.15,0.30,0.34
1.485,-0.17,0.45,-0.01,0.48
1.495,-0.45,0.09,0.56,0.72
1.505,-0.74,-0.25,1.01,1.27
1.515,-0.49,0.48,0.13,0.70
1.525,-0.50,0.32,0.30,0.67
1.535,-0.40,0.02,0.49,0.63
1.545,-0.29,0.43,-0.18,0.55
1.555,-0.17,0.49,0.24,0.57
1.565,-0.45,0.00,0.39,0.60
1.575,-0.50,0.35,0.09,0.61
1.585,-0.42,0.29,0.51,0.72
1.595,-0.30,0.64,-0.06,0.71
1.605,-0.07,0.70,-0.25,0.75
1.615,-0.33,0.49,0.08,0.60
1.625,-0.40,0.22,0.30,0.55
1.635,-0.19,1.07,-0.61,1.25
1.645,-0.21,0.74,0.17,0.79
1.655,-0.22,0.49,0.38,0.65
1.665,0.11,0.95,-0.33,1.01
1.675,0.09,0.69,0.04,0.70
1.685,-0.11,0.35,0.40,0.54
1.696,-0.08,1.24,-0.18,1.26
1.705,0.16,0.93,-0.07,0.95
1.716,-0.05,0.56,0.43,0.71
1.726,-0.00,1.43,-0.41,1.48
1.736,0.06,0.95,-0.30,1.00
1.746,0.07,0.90,0.50,1.03
1.756,-0.01,1.32,0.09,1.32
1.766,-0.02,0.72,0.38,0.81
1.776,-0.02,0.59,0.38,0.70
1.786,-0.06,1.30,-0.55,1.42
1.796,-0.14,0.93,0.23,0.97
1.806,0.06,0.93,0.37,1.00
1.816,0.41,1.40,-0.15,1.47
1.826,0.15,0.92,-0.22,0.96
1.836,-0.05,0.59,0.21,0.63
1.846,-0.26,0.87,0.04,0.91
1.856,-0.11,0.91,0.25,0.95
1.866,0.10,0.85,0.46,0.97
1.876,0.20,0.81,-0.22,0.87
1.886,-0.01,0.25,-0.11,0.28
1.896,0.19,0.79,0.44,0.92
1.906,-0.27,1.03,0.26,1.09
1.916,-0.31,0.29,0.09,0.43
1.926,0.13,0.44,-0.60,0.75
1.936,-0.00,0.71,-0.15,0.73
1.946,0.18,-0.02,0.83,0.85
1.956,0.04,0.86,0.30,0.91
1.966,-0.52,0.08,-0.05,0.53
1.976,-0.04,0.04,0.93,0.93
1.986,0.01,0.27,0.17,0.32
1.997,-0.49,0.25,-0.05,0.55
2.007,-0.13,0.92,0.41,1.01
2.017,-0.37,-0.20,0.46,0.62
2.027,-0.20,0.53,-0.18,0.60
2.037,-0.08,0.92,-0.78,1.21
2.047,-0.54,0.04,0.48,0.73
2.057,0.14,0.59,-0.05,0.61
2.067,-0.24,0.07,-0.55,0.60
2.077,-0.08,-0.10,0.28,0.30
2.087,-0.01,1.08,-0.23,1.10
2.097,-0.44,0.31,0.25,0.59
2.107,0.20,-0.50,0.67,0.86
2.117,-0.40,1.03,-1.19,1.62
2.127,-0.04,0.13,-0.20,0.25
2.137,0.19,-0.11,1.00,1.02
2.147,-0.05,0.66,-0.65,0.93
2.157,0.16,-0.05,0.20,0.26
2.167,-0.14,0.49,0.56,0.76
2.177,-0.22,-0.30,-0.15,0.40
2.187,-0.16,0.12,0.39,0.44
2.197,-0.23,0.32,0.41,0.57
2.207,-0.21,0.28,0.34,0.49
2.217,0.12,0.23,-0.45,0.53
2.227,-0.02,0.12,-0.37,0.39
2.237,0.07,0.52,0.20,0.56
2.247,-0.06,0.41,0.73,0.84
2.257,-0.20,0.11,0.18,0.29
2.267,0.05,-0.10,-0.13,0.17
2.277,-0.09,0.12,-0.54,0.56
2.287,0.33,0.38,0.91,1.04
2.297,0.22,0.61,0.76,1.00
2.308,-0.03,0.52,-0.47,0.70
2.318,0.09,0.29,-0.51,0.59
2.328,-0.08,-0.06,-0.22,0.24
2.338,0.11,0.42,0.42,0.61
2.348,0.08,0.55,0.46,0.72
2.358,-0.29,0.53,-0.14,0.62
2.368,0.56,0.31,0.52,0.83
2.378,0.01,-0.10,0.27,0.29
2.388,0.13,0.45,0.04,0.47
2.398,0.09,-0.09,0.24,0.27
2.408,-0.09,0.32,0.52,0.62
2.418,0.05,0.57,-0.50,0.76
2.428,-0.07,0.24,-0.26,0.36
2.438,-0.02,0.64,-0.09,0.65
2.448,0.14,-0.20,0.24,0.35
2.458,-0.21,-0.46,-0.57,0.76
2.468,0.09,-0.23,-0.09,0.26
2.478,-0.38,-0.74,0.22,0.86
2.488,-0.37,-0.75,-0.18,0.86
2.498,0.01,-0.41,0.24,0.47
2.508,-0.09,0.06,0.59,0.60
2.518,0.46,-0.05,-0.44,0.64
2.528,-0.01,-1.24,-1.17,1.70
2.538,-0.18,-0.79,-1.30,1.53
2.548,0.13,-0.30,0.50,0.59
2.558,0.38,0.59,0.95,1.18
2.568,0.80,-0.89,-0.17,1.21
2.578,0.16,-2.80,-2.28,3.61
2.588,-0.35,-1.65,-2.99,3.43
2.599,0.03,-0.89,0.88,1.25
2.608,0.14,-0.65,2.21,2.30
2.619,0.17,-0.17,-0.42,0.48
2.629,-0.26,-1.38,-1.10,1.79
2.638,-0.37,-1.06,-0.68,1.31
2.649,-0.12,-0.62,-0.28,0.69
2.658,0.14,-0.63,0.78,1.01
2.669,0.53,0.06,0.39,0.66
2.679,0.54,-0.92,-0.24,1.09
2.689,0.67,-0.92,-1.33,1.75
2.699,-0.14,-0.08,-0.81,0.82
2.709,0.03,-0.10,0.73,0.74
2.719,-0.10,-0.81,1.23,1.48
2.729,-0.46,-1.11,-1.17,1.67
2.739,-0.50,-0.62,-1.59,1.78
2.749,-0.40,0.74,0.83,1.18
2.759,0.32,0.16,1.90,1.93
2.769,0.53,-0.45,-0.25,0.74
2.779,-0.41,-0.98,-2.55,2.76
2.789,-0.22,-0.39,-1.29,1.37
2.799,-0.06,-0.16,0.98,1.00
2.809,0.75,0.84,1.28,1.71
2.819,0.62,0.47,-0.88,1.18
2.829,0.16,-1.18,-1.29,1.76
2.839,0.03,-0.12,-1.67,1.67
2.849,0.41,0.82,0.95,1.32
2.859,-0.22,-1.31,0.73,1.51
2.869,-0.61,-0.52,-1.71,1.89
2.879,0.35,0.64,0.50,0.88
2.889,0.66,0.04,2.03,2.14
2.899,0.30,-0.52,-0.95,1.13
2.909,-0.38,-1.13,-2.48,2.75
2.919,0.09,-0.56,0.96,1.12
2.929,0.80,0.24,1.55,1.76
2.939,0.45,-0.02,-0.42,0.62
2.950,-0.01,-0.72,-0.46,0.86
2.960,0.31,-0.45,-0.49,0.74
2.970,0.17,-0.64,-0.09,0.66
2.980,0.34,-0.80,0.06,0.87
2.990,-0.10,-0.62,-0.30,0.70
3.000,0.19,-0.49,0.24,0.58
3.010,-0.00,-1.35,0.58,1.47
3.020,-0.48,-1.14,-1.24,1.75
3.030,0.17,-0.46,-0.69,0.85
3.040,0.18,0.47,1.01,1.14
3.050,0.22,-0.17,1.87,1.89
3.060,0.45,-0.72,-0.74,1.13
3.070,-0.20,-1.57,-2.31,2.80
3.080,0.33,-0.96,-1.26,1.62
3.090,0.10,-0.26,0.97,1.01
3.100,0.74,0.50,1.13,1.44
3.110,0.35,-0.19,-0.08,0.41
3.120,-0.16,-0.61,-0.91,1.10
3.130,-0.03,-1.01,-1.09,1.49
3.140,-0.22,-0.87,1.13,1.44
3.150,0.25,0.17,0.24,0.39
3.160,-0.21,-1.02,-0.70,1.26
3.170,0.22,0.04,-1.00,1.03
3.180,0.16,-0.21,-0.03,0.27
3.190,0.43,-0.51,1.33,1.49
3.200,-0.21,0.13,-0.88,0.91
3.210,-0.60,-1.34,-0.69,1.62
3.221,0.09,-1.35,-0.01,1.35
3.230,-0.19,-0.07,-0.67,0.70
3.240,0.17,0.16,0.88,0.91
3.250,-0.01,-0.46,0.76,0.89
3.260,0.02,-0.12,-0.64,0.65
3.271,-0.00,-0.97,-0.48,1.08
3.281,-0.22,-0.94,-0.24,0.99
3.291,-0.36,-0.37,-0.42,0.66
3.301,0.33,-0.76,0.78,1.14
3.311,0.11,0.08,0.51,0.53
3.321,0.28,-0.55,-0.19,0.64
3.331,-0.18,-0.87,-0.35,0.96
3.341,0.17,-0.58,-0.50,0.78
3.351,0.20,-0.51,0.08,0.55
3.361,-0.09,-0.24,0.13,0.29
3.371,-0.29,-0.61,-0.09,0.68
3.381,-0.22,-0.77,0.33,0.86
3.391,0.06,-0.72,-0.44,0.84
3.401,-0.45,-0.49,-0.34,0.75
3.411,-0.14,-0.13,0.58,0.61
3.421,0.07,-0.49,0.53,0.73
3.431,0.11,-0.30,-0.60,0.68
3.441,-0.02,-0.58,-0.89,1.07
3.451,0.03,-0.65,0.25,0.70
3.461,0.32,-0.57,0.36,0.75
3.471,0.19,-0.76,-0.19,0.80
3.481,-0.19,-0.97,0.01,0.99
3.491,0.18,-0.28,-0.41,0.53
3.501,0.07,-0.09,-0.24,0.27
3.511,0.57,-0.37,0.12,0.69
3.521,0.11,-0.33,-0.37,0.51
3.531,-0.00,-0.68,-0.05,0.68
3.541,0.19,-0.50,-0.25,0.60
3.552,-0.13,-0.91,-0.72,1.17
3.562,0.69,0.14,-0.52,0.87
3.572,0.45,-0.67,-0.18,0.83
3.582,0.46,-0.15,0.09,0.49
3.592,0.07,-0.50,-0.69,0.85
3.602,-0.06,-0.13,-0.10,0.18
3.612,0.27,-0.07,-0.32,0.42
3.622,0.12,0.29,-0.42,0.53
3.632,0.19,-0.06,0.26,0.33
3.642,0.22,0.92,-0.25,0.98
3.652,0.42,1.89,-0.29,1.96
3.662,0.85,1.47,1.32,2.15
3.672,0.47,0.60,0.92,1.20
3.682,-0.23,0.08,-2.18,2.19
3.692,0.32,-1.54,-2.04,2.57
3.702,0.79,1.10,1.25,1.84
3.712,0.65,1.66,2.07,2.74
3.722,-0.16,1.67,0.51,1.75
3.732,-0.86,0.73,-1.02,1.52
3.742,-0.55,-0.64,1.13,1.41
3.752,0.24,0.78,0.24,0.85
3.762,0.28,1.31,-0.32,1.38
3.772,0.58,1.30,0.52,1.51
3.782,-0.04,0.62,1.08,1.24
3.792,0.18,0.46,0.85,0.98
3.802,-0.03,0.21,0.43,0.48
3.812,-0.32,0.75,-0.87,1.19
3.822,-0.25,-0.10,-0.51,0.58
3.833,-0.12,0.30,0.64,0.72
3.842,-0.03,0.96,0.47,1.07
3.853,0.10,0.57,-0.02,0.58
3.862,-0.35,0.24,-0.42,0.59
3.872,-0.27,-0.77,-0.20,0.84
3.883,0.11,-0.54,-0.05,0.55
3.893,-0.04,0.20,-0.43,0.47
3.903,0.14,0.26,-0.33,0.45
3.913,0.05,-0.13,0.88,0.89
3.923,0.17,0.60,-0.29,0.69
3.933,0.05,-0.02,-0.50,0.51
3.943,0.08,-0.04,-0.50,0.50
3.953,-0.14,-0.44,-0.11,0.47
3.963,0.24,0.55,-0.26,0.65
3.973,0.06,-0.16,-0.04,0.18
3.983,0.22,0.60,0.31,0.71
3.993,0.15,-0.13,0.18,0.26
3.999,0.16,1.31,0.11,1.33
4.009,0.14,0.45,0.20,0.52
4.019,0.10,1.31,0.45,1.38
4.029,0.29,0.41,0.05,0.50
4.039,0.36,1.50,-0.37,1.59
4.049,-0.08,1.05,0.40,1.12
4.059,0.34,1.62,-0.01,1.65
4.069,0.05,1.24,0.53,1.35
4.079,0.55,1.38,0.07,1.49
4.090,-0.03,1.07,0.75,1.30
4.100,0.22,1.48,-0.29,1.53
4.110,0.04,0.86,1.11,1.41
4.120,0.17,1.55,-0.16,1.57
4.130,0.07,1.26,0.04,1.26
4.140,0.02,1.26,-0.33,1.30
4.150,0.56,0.92,0.52,1.20
4.160,0.33,1.20,-0.41,1.31
4.170,0.14,0.75,0.27,0.82
4.180,-0.16,0.29,0.27,0.42
4.190,-0.02,0.57,0.53,0.78
4.200,-0.06,0.92,-0.29,0.96
4.210,0.26,0.04,0.52,0.59
4.220,-0.00,0.88,-0.08,0.88
4.230,0.17,0.05,0.24,0.30
4.240,0.20,0.29,0.72,0.80
4.250,-0.04,0.29,-0.40,0.49
4.260,0.02,0.33,0.04,0.33
4.270,0.26,0.47,-0.05,0.54
4.280,0.33,0.68,-0.20,0.78
4.290,0.46,0.52,0.08,0.70
4.300,0.31,0.35,0.67,0.82
4.310,0.11,0.53,0.00,0.54
4.320,-0.01,0.28,0.47,0.54
4.330,-0.04,0.83,-0.04,0.83
4.340,0.19,0.57,0.66,0.89
4.350,-0.02,1.03,0.65,1.22
4.360,0.33,0.95,1.01,1.43
4.370,-0.06,1.48,0.32,1.51
4.380,0.08,0.79,0.84,1.16
4.390,-0.32,0.57,0.47,0.81
4.401,0.16,1.11,0.39,1.19
4.411,-0.20,1.10,0.73,1.34
4.421,0.30,1.09,1.53,1.91
4.430,-0.05,1.08,0.90,1.40
4.441,0.42,1.27,0.13,1.34
4.451,-0.05,0.71,0.56,0.91
4.461,0.07,0.90,0.05,0.90
4.471,-0.28,1.22,0.04,1.25
4.481,0.29,0.85,0.36,0.97
4.491,0.38,1.19,-0.00,1.25
4.501,-0.09,0.93,-0.34,0.99
4.511,0.20,0.64,-0.18,0.69
4.521,0.19,0.55,-0.18,0.61
4.531,-0.03,0.83,-0.71,1.09
4.541,0.45,0.45,-0.01,0.64
4.551,0.07,1.20,-0.38,1.26
4.561,0.71,0.97,-0.51,1.31
4.571,0.09,0.71,-0.93,1.17
4.581,0.30,0.76,-0.91,1.23
4.591,-0.06,0.40,-0.35,0.53
4.601,0.55,0.89,0.38,1.12
4.611,0.24,0.74,0.20,0.80
4.621,0.35,0.59,0.55,0.88
4.631,0.37,0.67,-0.23,0.80
4.641,-0.12,0.68,-0.42,0.81
4.651,0.67,0.93,0.10,1.15
4.661,0.00,0.57,1.09,1.23
4.671,0.44,1.41,0.16,1.48
4.681,-0.01,0.32,1.37,1.41
4.691,0.36,1.08,-0.13,1.15
4.701,0.23,0.47,0.45,0.69
4.712,0.29,0.89,0.11,0.94
4.721,0.40,0.93,0.52,1.14
4.732,0.10,1.35,0.80,1.57
4.742,0.24,0.90,0.70,1.16
4.752,0.14,1.12,0.58,1.27
4.762,0.12,0.57,-0.76,0.96
4.772,0.23,1.00,-0.02,1.02
4.782,0.58,1.08,-0.23,1.24
4.792,0.43,1.24,0.96,1.63
4.802,0.20,1.63,-0.37,1.69
4.812,-0.22,0.20,0.16,0.34
4.822,-0.31,1.08,-0.32,1.17
4.832,0.09,0.54,-0.17,0.57
4.842,-0.16,1.23,0.26,1.27
4.852,0.35,0.65,0.12,0.75
4.862,0.17,0.71,0.27,0.78
4.872,0.04,0.59,0.35,0.69
4.882,-0.24,0.89,0.24,0.95
4.892,-0.20,0.83,-0.24,0.89
4.902,0.54,0.75,0.52,1.06
4.912,0.46,0.48,0.16,0.69
4.922,0.03,0.48,0.16,0.51
4.932,-0.38,0.46,0.74,0.95
4.942,-0.15,0.34,0.73,0.82
4.952,-0.10,1.29,1.15,1.73
4.962,-0.06,0.87,0.25,0.91
4.972,0.35,0.78,-0.03,0.85
4.982,0.24,0.69,-0.61,0.95
4.992,-0.06,0.31,0.25,0.40
5.002,-0.27,0.83,0.75,1.15
5.012,0.11,1.42,0.56,1.53
5.022,0.35,1.05,0.64,1.28
5.032,0.37,0.60,-0.32,0.78
5.042,0.21,0.51,-0.69,0.88
5.052,0.12,0.61,-0.67,0.92
5.063,0.05,0.95,1.22,1.55
5.073,0.15,1.07,0.65,1.26
5.083,-0.10,0.75,1.06,1.30
5.093,0.21,0.62,-0.30,0.72
5.103,0.07,0.22,-0.89,0.92
5.113,0.54,0.78,-0.14,0.96
5.123,0.37,1.14,0.48,1.30
5.133,0.44,1.16,0.33,1.28
5.143,0.24,0.99,0.10,1.02
5.153,0.07,0.79,-0.65,1.03
5.163,0.41,-0.02,-0.57,0.70
5.173,0.19,0.69,-0.29,0.77
5.183,0.53,1.16,0.13,1.28
5.193,0.25,1.27,0.42,1.36
5.203,0.33,0.54,0.40,0.75
5.213,0.17,0.63,-0.26,0.70
5.223,0.33,0.59,-0.47,0.82
5.233,0.51,0.32,0.46,0.75
5.243,0.77,0.95,0.15,1.23
5.253,0.25,-0.06,0.34,0.42
5.263,0.51,1.18,0.56,1.40
5.273,-0.04,0.85,0.02,0.85
5.283,0.48,0.54,0.52,0.89
5.293,0.22,0.81,-0.42,0.94
5.303,0.14,0.26,-0.93,0.97
5.313,0.29,0.12,0.84,0.90
5.324,0.32,0.89,0.70,1.17
5.334,0.64,1.24,0.79,1.61
5.344,0.14,0.82,-0.21,0.86
5.354,0.16,0.40,-0.70,0.82
5.364,0.32,0.89,-1.25,1.56
5.374,0.45,0.50,0.31,0.74
5.384,0.21,1.28,0.49,1.38
5.394,0.07,0.76,0.64,1.00
5.404,0.09,0.29,0.68,0.74
5.414,-0.09,0.42,0.02,0.43
5.424,0.35,0.60,-0.20,0.72
5.434,-0.14,0.62,0.38,0.74
5.444,0.29,0.87,0.60,1.10
5.454,-0.28,0.59,0.63,0.91
5.464,-0.05,0.62,-0.05,0.63
5.474,-0.37,0.22,0.18,0.46
5.484,0.14,0.89,0.07,0.90
5.494,-0.04,0.74,0.42,0.85
5.504,0.51,0.49,0.49,0.86
5.514,0.33,0.36,0.40,0.63
5.524,-0.06,0.72,0.05,0.72
5.534,-0.16,0.33,0.38,0.53
5.544,-0.17,1.00,0.62,1.19
5.554,0.10,1.19,-0.23,1.21
5.564,0.00,0.24,0.07,0.25
5.574,0.08,0.42,-0.44,0.62
5.584,-0.00,0.55,0.86,1.01
5.594,0.35,0.11,1.14,1.19
5.604,0.42,0.18,0.97,1.07
5.615,0.00,0.70,0.92,1.16
5.624,0.20,0.34,0.24,0.46
5.634,0.48,0.48,-0.62,0.92
5.647,0.51,0.76,-0.17,0.93
5.654,0.08,1.04,-0.22,1.07
5.664,0.19,0.38,0.15,0.45
5.675,-0.09,-0.10,0.97,0.98
5.685,0.05,1.08,0.59,1.23
5.695,0.23,0.45,-0.12,0.52
5.705,0.41,0.11,0.17,0.46
5.715,-0.09,0.65,-0.45,0.80
5.725,0.23,0.75,-0.13,0.79
5.735,0.05,0.99,0.36,1.06
5.745,-0.15,0.87,0.03,0.88
5.755,-0.42,0.99,-0.40,1.14
5.765,-0.25,0.51,-0.52,0.77
5.775,0.44,0.83,-0.21,0.96
5.785,-0.01,0.31,0.10,0.33
5.795,0.40,0.17,0.94,1.03
5.805,0.09,0.41,0.23,0.48
5.815,-0.25,0.44,0.78,0.93
5.825,-0.10,0.56,0.71,0.91
5.835,0.05,1.10,-0.56,1.24
5.845,0.25,0.73,-0.54,0.94
5.855,0.28,-0.13,0.01,0.31
5.865,-0.05,1.03,-0.09,1.04
5.875,-0.03,0.87,0.32,0.92
5.885,0.23,0.53,1.26,1.39
5.895,-0.19,0.22,0.70,0.76
5.905,-0.07,0.47,-0.14,0.49
5.915,-0.03,0.28,-0.20,0.34
5.926,0.40,0.54,0.58,0.88
5.935,0.09,0.38,0.93,1.01
5.945,-0.09,0.66,0.77,1.02
5.955,-0.56,1.43,0.63,1.65
5.966,-0.18,0.43,0.32,0.56
5.976,0.44,0.27,0.06,0.52
5.986,0.32,0.76,-0.67,1.06
5.996,0.18,0.38,0.66,0.78
6.006,-0.14,0.55,1.37,1.48
6.016,-0.09,1.07,0.85,1.37
6.026,-0.05,0.68,0.42,0.80
6.036,-0.13,0.41,0.15,0.46
6.046,-0.17,0.85,-0.79,1.17
6.056,0.07,0.99,-0.32,1.04
6.066,0.36,0.82,0.54,1.04
6.076,0.04,0.63,0.37,0.74
6.086,-0.32,0.39,0.01,0.50
6.096,0.07,0.28,0.17,0.34
6.106,0.08,0.30,-0.08,0.32
6.116,0.52,0.57,0.34,0.84
6.126,-0.00,0.42,0.31,0.52
6.136,0.19,0.19,0.44,0.51
6.146,-0.68,0.66,-0.18,0.96
6.156,-0.39,0.25,-0.44,0.64
6.166,0.30,0.66,-0.21,0.76
6.176,0.49,0.81,-0.03,0.94
6.186,0.44,0.43,0.40,0.73
6.196,0.05,0.80,-0.55,0.97
6.206,-0.18,0.18,-0.07,0.27
6.216,-0.10,-0.15,0.53,0.56
6.226,0.13,0.67,-0.04,0.68
6.237,-0.15,0.70,-0.35,0.80
6.246,0.42,0.21,0.58,0.75
6.256,0.28,0.10,0.84,0.89
6.266,-0.19,0.49,0.43,0.68
6.277,-0.73,0.07,1.00,1.24
6.287,-0.35,0.32,0.01,0.48
6.297,0.34,0.28,-0.26,0.51
6.307,0.03,1.08,-0.81,1.35
6.317,-0.58,0.86,0.21,1.06
6.327,-0.23,0.96,0.20,1.00
6.337,-0.26,0.74,-0.03,0.78
6.347,-0.30,0.15,-0.97,1.02
6.357,-0.22,0.17,-0.59,0.66
6.367,-0.21,0.99,-0.53,1.14
6.377,-0.13,1.09,0.62,1.26
6.387,-0.27,0.44,0.87,1.01
6.397,-0.25,0.41,-0.27,0.55
6.407,-0.20,0.13,-0.14,0.28
6.417,-0.73,-0.04,0.22,0.77
6.427,-0.32,0.26,1.34,1.40
6.437,-0.13,0.09,1.42,1.43
6.447,0.12,0.39,0.76,0.86
6.457,-0.30,0.24,0.00,0.39
6.467,0.13,-0.09,0.92,0.93
6.477,-0.06,0.26,0.35,0.44
6.487,-0.36,0.24,0.13,0.45
6.497,-0.98,-0.32,0.57,1.18
6.507,-0.21,0.29,0.09,0.37
6.517,-0.08,0.15,1.01,1.03
6.527,0.00,0.28,1.39,1.42
6.537,-0.58,0.30,0.04,0.66
6.547,-0.31,0.07,-0.80,0.86
6.557,0.24,-0.33,-0.24,0.47
6.567,0.43,-0.06,0.14,0.45
6.577,-0.16,0.80,0.31,0.87
6.588,-0.36,0.61,-0.04,0.71
6.598,-0.00,-0.10,0.20,0.23
6.608,0.05,0.37,-0.57,0.68
6.618,-0.11,0.07,-1.21,1.22
