time,ax,ay,az,atotal
50.785,0.59,0.31,-0.55,0.87
50.795,-0.23,0.40,0.47,0.66
50.805,0.56,-0.35,0.91,1.12
50.815,0.13,-0.09,-0.29,0.33
50.825,0.06,0.17,0.00,0.18
50.835,-0.11,-0.21,1.50,1.51
50.845,0.04,0.49,-0.34,0.60
50.855,-0.26,-0.08,-1.06,1.10
50.865,0.62,-0.72,1.10,1.45
50.875,0.07,-0.33,0.57,0.66
50.885,-0.26,0.39,0.38,0.60
50.895,-0.17,-0.37,0.89,0.98
50.905,0.00,0.99,-0.28,1.03
50.916,-0.19,-1.00,0.66,1.21
50.926,-0.17,-0.14,-0.06,0.23
50.935,0.20,-0.47,0.48,0.70
50.945,0.05,-0.14,0.98,0.99
50.956,-0.42,0.18,-0.10,0.46
50.966,0.42,0.34,-0.36,0.65
50.976,0.02,0.03,0.65,0.65
50.983,0.50,0.36,0.43,0.75
50.993,-0.23,-0.26,-1.31,1.35
51.003,-0.29,0.37,-1.13,1.22
51.013,0.67,0.22,-0.46,0.84
51.023,0.59,-0.45,1.29,1.49
51.033,-0.08,-0.41,-0.21,0.47
51.043,-0.20,0.16,0.87,0.91
51.053,-0.23,0.28,-0.60,0.70
51.064,0.34,0.60,-0.70,0.98
51.073,0.13,0.40,-0.42,0.60
51.084,0.37,0.11,-0.50,0.63
51.094,-0.10,-0.22,-0.52,0.57
51.104,0.21,-0.09,0.37,0.44
51.114,-0.28,-0.02,0.95,0.99
51.124,0.01,0.78,-0.13,0.79
51.134,0.40,0.08,0.11,0.42
51.144,1.02,-1.04,1.43,2.05
51.154,-0.84,1.44,-1.45,2.21
51.164,-0.33,1.19,-2.48,2.77
51.174,1.48,-0.10,-0.33,1.52
51.184,1.14,-0.12,0.10,1.15
51.194,0.40,0.30,-1.04,1.16
51.204,-0.75,0.39,-0.20,0.87
51.214,0.55,-0.30,1.22,1.37
51.224,0.87,0.28,1.83,2.05
51.234,0.42,-0.40,-1.06,1.21
51.244,0.12,0.65,-2.29,2.38
51.254,0.26,0.11,-1.19,1.22
51.264,0.87,-0.27,1.40,1.67
51.274,-0.24,0.15,1.78,1.80
51.284,-1.00,0.44,-0.67,1.28
51.294,0.53,-0.44,-0.74,1.01
51.304,2.19,0.05,-0.17,2.20
51.314,0.89,1.45,-2.46,2.99
51.324,0.93,-0.40,-0.64,1.20
51.334,-0.34,-0.18,1.15,1.21
51.344,-0.64,-1.49,1.45,2.18
51.354,0.55,0.13,0.89,1.05
51.365,-0.01,0.46,-1.74,1.80
51.375,1.01,0.81,-2.08,2.45
51.385,1.63,1.08,-0.28,1.98
51.395,1.18,-0.25,-0.66,1.37
51.405,-1.09,-0.82,1.00,1.69
51.415,-1.01,-0.71,-0.41,1.30
51.425,0.41,-0.13,0.61,0.75
51.435,0.76,-0.58,1.58,1.85
51.445,1.61,0.78,-1.04,2.07
51.455,-0.15,0.24,-1.28,1.31
51.465,-0.79,0.03,0.42,0.89
51.475,-0.46,0.44,1.78,1.89
51.485,0.65,0.30,-0.48,0.86
51.495,-0.01,-0.34,-0.33,0.48
51.505,0.62,-0.79,-0.27,1.04
51.515,0.31,-0.19,-0.43,0.56
51.525,-0.53,0.76,-0.46,1.03
51.535,0.51,0.80,1.70,1.94
51.545,-0.17,-0.12,0.78,0.81
51.555,0.02,-0.53,-0.23,0.57
51.565,-0.53,-0.53,0.39,0.84
51.575,-0.74,0.04,0.21,0.77
51.585,-0.82,0.37,0.31,0.96
51.595,0.92,0.13,0.15,0.94
51.605,0.28,0.39,-0.46,0.67
51.615,0.17,-0.24,0.53,0.61
51.625,-0.43,0.19,0.99,1.09
51.635,-0.69,-0.28,0.78,1.07
51.645,-0.31,-0.11,0.45,0.56
51.655,0.01,0.35,-1.74,1.77
51.665,0.80,-0.64,-0.25,1.05
51.675,0.39,0.35,0.52,0.73
51.686,-0.01,0.29,0.77,0.82
51.696,-0.63,0.43,0.77,1.08
51.706,-0.76,-0.19,-0.34,0.85
51.716,-0.16,0.19,-1.33,1.35
51.726,0.41,-0.78,0.18,0.90
51.736,0.41,0.27,-0.97,1.09
51.746,-0.25,0.14,0.33,0.44
51.756,-0.38,-0.34,1.80,1.87
51.766,-0.57,0.15,-0.13,0.60
51.776,0.02,0.05,0.23,0.24
51.786,-0.11,-0.06,-0.78,0.80
51.796,0.22,0.06,-0.68,0.72
51.806,0.08,0.22,-0.02,0.23
51.816,-0.86,-0.23,0.12,0.90
51.826,0.10,-0.15,0.39,0.43
51.836,0.11,-0.09,0.91,0.92
51.846,0.28,-0.07,-0.43,0.52
51.856,0.25,0.16,-1.12,1.16
51.866,0.18,-0.12,-0.98,1.01
51.876,-0.34,-0.06,0.28,0.45
51.886,0.03,0.06,1.08,1.08
51.896,-0.07,0.71,-0.85,1.10
51.906,0.24,-0.53,-0.45,0.74
51.916,0.33,-0.55,-0.93,1.13
51.926,-0.17,0.39,-1.05,1.13
51.936,0.22,0.37,0.64,0.77
51.946,-0.08,0.13,0.27,0.31
51.956,0.18,0.19,-0.51,0.57
51.966,-0.25,0.10,-1.35,1.38
51.976,0.86,-0.26,-0.36,0.97
51.987,0.49,-0.52,0.07,0.72
51.997,-0.58,0.12,0.01,0.60
52.007,-0.46,0.26,-0.14,0.55
52.017,0.38,0.64,0.60,0.95
52.027,0.55,0.70,-1.45,1.70
52.037,0.48,-0.09,-1.04,1.15
52.047,-0.28,-1.49,0.15,1.53
52.057,-0.50,0.54,-0.31,0.80
52.067,0.22,0.10,1.00,1.03
52.077,0.18,-0.43,1.89,1.95
52.087,0.06,0.34,0.02,0.35
52.097,-0.07,0.21,-1.72,1.74
52.107,0.03,-0.88,0.70,1.13
52.117,-0.07,0.87,-0.71,1.13
52.127,0.35,0.77,-1.34,1.58
52.137,0.69,-0.50,0.31,0.90
52.147,0.19,-0.18,-0.19,0.33
52.157,0.11,-0.14,0.68,0.71
52.167,-0.16,-0.09,0.16,0.25
52.177,-0.13,0.70,-0.11,0.73
52.187,0.30,-0.28,-0.65,0.77
52.197,-0.20,-0.48,0.44,0.68
52.207,0.02,0.04,-1.37,1.37
52.217,0.21,0.41,0.36,0.59
52.227,-0.26,0.04,-0.19,0.33
52.237,0.11,-0.01,0.23,0.25
52.247,0.12,-0.07,0.50,0.52
52.257,0.17,-0.76,-0.26,0.82
52.267,0.16,-0.01,-0.10,0.19
52.277,-0.48,-0.29,-0.21,0.60
52.288,-0.07,0.02,1.28,1.29
52.298,0.52,0.29,-0.72,0.93
52.308,0.54,0.18,-0.33,0.66
52.318,0.03,-0.66,0.71,0.97
52.328,0.14,0.40,-0.98,1.07
52.338,-0.28,-0.30,0.51,0.65
52.348,0.01,0.04,0.13,0.13
52.358,-0.15,0.19,-0.21,0.32
52.368,0.56,-1.08,0.44,1.30
52.378,0.21,-0.34,0.96,1.04
52.388,-0.60,0.18,0.06,0.62
52.398,-0.42,-0.27,1.53,1.61
52.408,-0.47,0.25,0.03,0.53
52.418,0.54,-0.04,-0.89,1.04
52.428,-0.13,-0.43,0.82,0.94
52.438,-0.29,0.02,-1.10,1.14
52.448,-0.07,-0.03,1.08,1.08
52.458,-0.66,0.07,0.05,0.66
52.468,0.45,-0.22,1.05,1.16
52.478,-0.14,-0.56,0.58,0.82
52.488,0.06,0.23,0.54,0.59
52.498,-0.43,0.14,-1.30,1.38
52.508,-0.00,0.12,0.10,0.16
52.518,-0.07,-0.28,-0.16,0.33
52.528,-0.00,-0.17,0.25,0.31
52.538,-0.01,0.24,0.53,0.59
52.548,-0.52,-0.35,0.80,1.02
52.558,-0.24,-0.10,0.52,0.58
52.569,-0.03,-0.48,-0.05,0.49
52.579,0.16,-0.69,0.35,0.79
52.589,-0.46,0.41,0.35,0.71
52.599,-0.77,0.57,-0.56,1.11
52.609,-0.12,-0.27,-0.11,0.31
52.619,0.26,-0.98,0.92,1.37
52.629,0.04,-0.93,1.00,1.36
52.639,-1.29,-0.15,-0.25,1.33
52.649,0.04,0.46,-0.52,0.69
52.659,0.84,0.32,-0.05,0.90
52.669,0.17,-0.33,-0.73,0.82
52.679,-0.50,-0.46,-0.58,0.90
52.689,-0.37,-0.32,0.24,0.55
52.699,-0.18,-0.59,1.95,2.05
52.709,-0.16,-0.15,-0.34,0.40
52.719,-0.09,-0.31,0.05,0.33
52.729,0.66,0.05,-1.07,1.26
52.739,0.15,0.10,1.43,1.44
52.749,-0.28,0.14,-0.69,0.76
52.759,-1.29,-0.98,0.52,1.70
52.769,0.05,-0.56,-1.26,1.38
52.779,0.55,-0.64,1.37,1.61
52.789,0.96,-0.58,0.61,1.27
52.799,-0.19,0.01,0.40,0.45
52.809,-0.23,0.04,-1.49,1.51
52.819,0.16,-0.42,0.64,0.79
52.829,0.00,-0.12,0.30,0.32
52.839,-0.07,-0.81,-0.14,0.83
52.849,0.09,-0.67,-1.29,1.45
52.860,-0.23,0.14,-1.03,1.06
52.870,0.56,0.16,0.57,0.81
52.880,1.08,-0.00,0.33,1.13
52.890,0.31,0.67,-1.73,1.88
52.900,0.22,-1.22,-0.69,1.42
52.910,-0.04,-0.26,-0.86,0.90
52.920,-0.29,0.41,0.68,0.85
52.930,0.41,0.23,-0.27,0.54
52.940,0.32,0.01,-0.61,0.69
52.950,0.99,-0.05,-2.05,2.27
52.960,0.46,-0.68,1.16,1.42
52.970,0.11,0.20,0.20,0.30
52.980,0.05,-0.15,0.13,0.20
52.990,0.15,-1.05,-0.47,1.16
53.000,1.08,-0.96,0.49,1.53
53.010,0.37,-0.01,-0.80,0.88
53.020,0.39,-0.40,0.68,0.88
53.030,0.17,0.46,-0.23,0.54
53.040,-0.23,-0.30,-0.58,0.69
53.050,0.20,-1.67,-0.34,1.71
53.060,0.26,-0.17,-0.93,0.98
53.070,-0.39,0.84,-1.56,1.82
53.080,-0.11,-0.60,2.31,2.39
53.090,0.80,-0.22,-1.46,1.68
53.100,0.45,-1.19,-1.73,2.15
53.110,0.62,-0.41,0.43,0.86
53.120,-0.52,-0.10,-0.00,0.53
53.130,-0.22,0.55,-0.81,1.00
53.140,0.46,-0.57,-1.29,1.49
53.150,0.15,-0.17,-0.60,0.65
53.160,0.58,-0.51,-1.38,1.59
53.170,0.68,-0.29,0.72,1.03
53.181,0.49,-0.34,0.29,0.66
53.190,-0.61,-0.77,0.34,1.04
53.201,-0.44,-0.65,-1.53,1.72
53.211,0.12,-0.55,-0.44,0.72
53.221,0.25,0.49,-0.88,1.03
53.231,-0.67,0.33,-1.37,1.56
53.241,-0.13,-0.48,-0.69,0.85
53.251,0.05,-0.94,-0.78,1.22
53.261,0.66,-1.28,-0.99,1.75
53.271,-0.01,-0.76,0.60,0.97
53.281,-0.77,-0.18,0.71,1.06
53.291,0.47,0.12,0.55,0.73
53.301,0.77,-0.04,-0.87,1.16
53.311,-0.49,-1.09,-1.18,1.68
53.321,-0.78,-0.77,-1.54,1.89
53.331,0.10,-0.24,0.91,0.95
53.341,0.39,0.04,0.87,0.95
53.351,-0.12,-0.35,-0.05,0.37
53.361,0.00,-0.63,-1.14,1.30
53.371,-0.10,-1.17,0.07,1.18
53.381,0.26,-0.63,0.95,1.17
53.391,-0.66,-0.12,-0.64,0.93
53.401,-0.45,-0.65,-0.39,0.88
53.411,0.04,-0.80,-0.49,0.94
53.421,0.19,-0.37,-0.69,0.81
53.431,-0.17,-0.15,-0.25,0.34
53.441,-0.38,0.18,0.09,0.43
53.451,0.24,-0.49,0.03,0.55
53.461,-0.04,-0.94,-0.88,1.29
53.471,0.32,-0.93,-0.56,1.13
53.481,0.17,-0.01,0.22,0.28
53.491,0.07,-0.38,0.25,0.46
53.501,0.08,0.02,-0.04,0.09
53.511,-0.36,-0.38,-0.52,0.74
53.522,-0.65,-0.30,-0.27,0.76
53.532,0.47,-0.80,-0.35,0.99
53.542,0.27,-0.27,0.48,0.61
53.552,-0.27,0.56,-1.13,1.29
53.562,0.26,-0.90,-0.14,0.95
53.572,-0.01,-1.43,0.46,1.50
53.582,0.42,-0.23,0.22,0.53
53.592,-0.43,-0.44,0.60,0.86
53.602,0.20,-1.07,0.87,1.40
53.612,-0.17,-0.21,-0.98,1.02
53.622,0.66,0.10,-1.40,1.55
53.632,0.11,-0.75,-0.08,0.77
53.642,-0.15,-0.77,0.54,0.95
53.652,0.58,-0.18,0.64,0.88
53.662,0.12,-0.94,1.14,1.49
53.672,-0.03,-0.86,-0.29,0.91
53.682,0.66,-1.01,-0.14,1.21
53.692,0.59,-0.54,0.25,0.84
53.702,-0.01,0.27,-0.24,0.36
53.712,0.16,-0.27,-0.49,0.58
53.722,-0.17,-0.33,0.13,0.39
53.732,0.01,-0.61,-0.41,0.73
53.742,0.90,-1.01,0.21,1.37
53.752,0.06,-0.48,-0.15,0.51
53.763,0.03,-0.66,-0.74,0.99
53.773,0.57,-0.30,0.56,0.85
53.783,0.85,-0.56,0.76,1.27
53.793,0.01,0.13,-0.42,0.44
53.803,-0.13,-0.70,-0.48,0.86
53.813,0.43,-0.61,-0.31,0.81
53.823,-0.01,-0.59,0.36,0.69
53.833,0.62,-0.33,0.02,0.70
53.843,-0.17,-0.06,-0.14,0.22
53.853,0.25,0.07,0.54,0.60
53.863,0.16,-0.36,0.85,0.93
53.873,-0.25,-0.10,-1.21,1.24
53.883,0.01,-0.08,-0.70,0.71
53.893,1.04,-1.62,-0.20,1.94
53.903,1.03,-0.46,0.31,1.17
53.913,0.18,0.10,0.08,0.22
53.923,-0.03,0.42,0.83,0.94
53.933,0.36,0.13,-0.43,0.58
53.943,1.01,-0.30,-1.12,1.54
53.953,0.72,-0.73,-1.64,1.93
53.963,0.30,-0.23,0.05,0.38
53.973,0.41,0.30,0.68,0.85
53.983,0.06,-0.25,1.18,1.21
53.993,0.71,0.03,0.24,0.75
54.003,0.03,-0.26,-0.71,0.75
54.013,0.65,-0.72,-0.40,1.05
54.023,0.01,-0.11,0.01,0.11
54.033,0.45,0.31,-0.18,0.58
54.043,-0.07,-0.01,0.17,0.19
54.053,-0.42,-0.53,-0.80,1.04
54.064,0.58,-0.97,0.08,1.13
54.074,0.45,-0.15,-0.14,0.49
54.084,0.56,0.06,0.43,0.71
54.094,0.09,0.03,0.66,0.67
54.104,0.22,-0.16,-0.70,0.75
54.114,0.40,0.26,-2.34,2.38
54.124,1.14,-0.99,-0.64,1.64
54.134,0.49,0.10,0.60,0.78
54.144,-0.13,0.12,1.65,1.66
54.154,-0.38,0.27,0.20,0.51
54.164,0.39,-0.59,-0.37,0.80
54.174,0.60,-0.74,-0.47,1.06
54.184,0.50,-0.48,0.42,0.81
54.194,-0.04,-0.02,0.58,0.58
54.204,-0.13,0.33,0.18,0.40
54.214,0.04,-0.17,-0.84,0.86
54.224,0.96,-0.90,0.09,1.32
54.234,0.75,-1.24,-0.06,1.45
54.244,0.64,-0.30,-0.33,0.78
54.254,-0.09,-0.15,1.58,1.59
54.264,0.13,-0.37,0.54,0.66
54.274,-0.58,-0.30,-0.48,0.81
54.284,0.51,-0.50,-0.48,0.86
54.294,0.73,-0.78,0.41,1.14
54.304,0.33,-0.03,-0.03,0.33
54.314,0.17,0.21,-0.51,0.57
54.324,0.23,-0.56,0.38,0.72
54.334,0.11,-0.53,1.35,1.46
54.344,-0.11,0.11,0.40,0.43
54.354,-0.10,-0.94,0.76,1.21
54.365,-0.45,0.32,-0.64,0.85
54.375,0.19,0.17,-1.15,1.18
54.384,0.49,-0.69,0.07,0.85
54.395,0.07,0.39,0.40,0.57
54.405,-0.41,1.36,-1.52,2.08
54.415,0.54,-0.22,-0.85,1.03
54.425,0.96,-0.21,-0.59,1.15
54.435,0.42,-0.02,-1.33,1.40
54.445,-0.50,-0.57,-0.23,0.80
54.455,0.06,0.09,0.87,0.87
54.465,0.13,0.46,-0.92,1.04
54.475,0.71,1.15,-1.24,1.84
54.485,-0.24,-0.30,-0.62,0.73
54.495,0.02,-0.84,-0.15,0.86
54.505,0.14,-0.38,0.67,0.78
54.515,-0.02,-0.09,1.75,1.75
54.525,-0.77,0.08,0.63,1.00
54.535,0.17,-0.20,0.41,0.49
54.545,0.61,-1.07,-0.29,1.27
54.555,0.64,-0.94,0.51,1.25
54.565,-0.40,-0.01,-0.04,0.40
54.575,-0.48,0.86,-1.17,1.53
54.585,0.31,0.53,-1.17,1.32
54.595,1.53,0.04,-0.70,1.68
54.605,0.73,-0.92,-0.72,1.37
54.615,-0.37,-0.87,-0.64,1.14
54.625,-0.36,-0.31,0.01,0.48
54.635,0.31,0.09,0.49,0.59
54.645,0.81,0.28,-0.03,0.85
54.655,-0.01,-0.59,-1.25,1.39
54.665,0.01,-1.03,-0.89,1.36
54.676,-0.29,0.53,-0.94,1.12
54.686,-0.21,0.41,-0.17,0.50
54.696,0.46,-0.64,0.99,1.26
54.706,1.04,-0.06,-0.05,1.04
54.716,0.70,-1.27,-0.01,1.45
54.726,-0.30,-1.20,0.54,1.35
54.736,-0.67,0.03,-0.23,0.71
54.746,0.13,0.36,0.85,0.94
54.756,0.57,0.23,-0.02,0.62
54.766,0.63,0.55,-1.76,1.95
54.776,0.56,-0.79,-0.91,1.33
54.786,0.34,-0.18,0.14,0.41
54.796,-0.30,0.36,-0.11,0.48
54.806,0.77,-0.37,0.25,0.90
54.816,0.61,-0.07,-0.29,0.68
54.826,0.59,-0.61,-0.39,0.93
54.836,0.07,-0.09,0.01,0.12
54.846,-0.22,1.38,-1.37,1.96
54.856,0.84,-0.07,-0.42,0.94
54.866,0.83,-0.17,-0.08,0.85
54.876,0.46,-0.37,-0.27,0.65
54.886,0.10,-0.38,0.32,0.51
54.896,0.54,-0.01,0.76,0.93
54.906,0.80,0.11,0.39,0.90
54.916,0.51,-0.74,-0.18,0.92
54.926,0.80,0.04,-1.29,1.52
54.936,0.41,-0.42,0.75,0.95
54.946,0.58,0.03,0.76,0.96
54.956,0.42,0.18,0.36,0.59
54.967,1.11,-0.33,-0.56,1.29
54.977,0.66,-0.65,-0.31,0.97
54.987,0.61,-0.20,-1.13,1.30
54.996,1.00,0.16,0.74,1.25
55.007,0.16,0.71,-0.98,1.22
55.017,0.92,0.39,-0.97,1.39
55.027,0.89,0.12,-2.45,2.61
55.037,0.90,0.25,-1.08,1.43
55.047,0.59,-0.24,-0.05,0.64
55.057,0.38,-0.26,-0.24,0.52
55.067,0.65,-0.16,-0.44,0.80
55.077,1.59,-0.43,-0.34,1.68
55.087,1.32,-0.05,-0.52,1.42
55.097,0.49,0.11,-0.75,0.90
55.107,0.53,-0.35,1.24,1.39
55.117,0.80,-0.93,0.02,1.23
55.127,1.45,-0.74,0.03,1.63
55.137,0.58,-0.73,-1.11,1.45
55.147,0.90,-0.33,0.70,1.18
55.157,1.27,-0.20,1.28,1.82
55.167,0.62,-0.35,0.25,0.75
55.177,0.45,-0.87,-0.48,1.09
55.187,0.82,-1.12,-1.02,1.72
55.197,0.76,-1.01,-0.25,1.29
55.207,1.58,0.07,0.77,1.76
55.217,0.92,-0.16,0.25,0.97
55.227,0.46,-0.41,-0.69,0.92
55.237,0.67,-0.55,-1.12,1.41
55.247,0.39,-0.55,-0.65,0.94
55.257,1.12,0.25,-0.48,1.24
55.268,1.22,0.39,-0.02,1.28
55.278,1.16,0.46,-1.04,1.62
55.288,0.80,-1.07,0.06,1.34
55.298,0.66,-0.47,-0.37,0.89
55.308,0.08,0.17,-0.23,0.30
55.318,0.50,0.20,0.33,0.63
55.328,1.31,0.12,0.40,1.37
55.337,1.14,0.26,-1.57,1.96
55.348,1.16,-0.59,-0.83,1.55
55.358,0.72,-0.93,0.19,1.19
55.372,0.24,-1.01,0.61,1.21
55.382,0.70,0.20,0.57,0.92
55.392,0.92,-0.19,0.71,1.18
55.402,0.92,-0.50,0.28,1.09
55.412,1.03,-0.25,-0.53,1.18
55.422,0.69,-0.74,-1.02,1.44
55.432,0.53,-0.70,0.77,1.17
55.442,0.51,0.29,0.63,0.86
55.452,0.43,-0.39,1.00,1.15
55.462,0.61,-0.12,0.96,1.14
55.472,0.20,-0.03,-1.66,1.67
55.482,0.64,-1.15,-0.83,1.55
55.492,1.14,0.40,-0.37,1.27
55.502,0.62,0.16,0.48,0.80
55.512,0.63,-0.64,0.45,1.00
55.522,0.50,0.10,0.61,0.79
55.532,0.32,-0.76,0.30,0.88
55.542,0.75,-0.72,0.97,1.42
55.552,0.56,0.37,-1.75,1.87
55.562,0.65,-0.76,-1.00,1.41
55.572,0.96,0.09,0.29,1.01
55.582,0.32,0.27,-0.27,0.50
55.592,0.31,-0.59,0.83,1.06
55.602,0.34,-0.11,-0.11,0.37
55.612,0.30,-0.25,-0.30,0.50
55.622,0.83,-0.99,0.23,1.31
55.632,0.87,-0.12,-0.13,0.89
55.642,0.29,-0.17,-0.78,0.85
55.652,0.26,-0.15,0.25,0.39
55.663,0.07,0.77,-0.78,1.10
55.673,0.59,0.69,-0.22,0.93
55.683,1.15,-0.24,-0.98,1.53
55.693,0.54,-0.53,-0.00,0.76
55.703,0.50,-0.79,-0.72,1.18
55.713,0.44,0.20,0.68,0.84
55.723,0.76,0.47,0.18,0.91
55.733,0.93,-0.30,-0.15,0.99
55.743,0.38,-0.11,-1.50,1.55
55.753,0.67,-0.14,-0.52,0.86
55.763,0.41,0.02,-0.05,0.41
55.773,0.47,0.58,-0.67,1.00
55.783,1.23,-0.52,-0.21,1.35
55.793,1.27,-1.05,-0.31,1.67
55.803,0.64,-0.86,0.50,1.18
55.813,0.06,0.01,0.56,0.56
55.823,-0.23,0.40,0.45,0.65
55.833,0.79,0.60,-0.55,1.13
55.843,0.97,-0.45,-0.85,1.37
55.853,1.28,-0.85,-1.16,1.93
55.863,0.18,-0.42,-0.11,0.47
55.873,0.63,-0.21,1.12,1.30
55.883,0.02,0.98,-0.37,1.05
55.893,1.24,-0.27,-0.42,1.34
55.903,1.12,-0.39,-1.02,1.57
55.913,1.09,-0.31,-1.93,2.24
55.923,0.76,-0.44,-1.00,1.33
55.933,0.53,0.56,-0.13,0.78
55.943,0.85,0.14,0.01,0.86
55.954,1.20,-0.05,-0.63,1.35
55.964,0.63,0.01,-1.61,1.72
55.974,0.65,-0.71,-0.23,0.99
55.984,0.30,-0.08,-0.91,0.96
55.994,0.30,1.15,-1.09,1.61
56.004,1.54,-0.27,0.26,1.59
56.014,0.98,-0.97,-0.31,1.42
56.024,1.25,0.19,-0.94,1.58
56.034,-0.34,-1.18,0.78,1.45
56.044,-0.26,0.81,0.57,1.02
56.054,1.04,0.19,-0.54,1.19
56.064,1.03,-0.47,-0.17,1.14
56.074,1.07,-0.33,-2.00,2.29
56.084,0.95,-0.45,0.17,1.06
56.094,0.02,-0.12,0.97,0.98
56.104,0.52,0.30,0.90,1.08
56.114,1.12,0.04,-1.00,1.50
56.124,1.49,-1.18,-0.75,2.04
56.134,0.86,-0.20,-0.70,1.12
56.144,0.12,-0.40,0.00,0.42
56.154,0.32,0.54,0.01,0.63
56.164,0.86,0.34,-0.01,0.92
56.174,0.69,-0.54,-1.14,1.44
56.184,0.66,-0.41,-0.93,1.22
56.194,1.47,-0.48,-0.43,1.60
56.204,0.71,-0.15,1.14,1.35
56.214,0.34,-0.25,0.35,0.55
56.224,0.19,-0.39,-0.55,0.71
56.234,1.00,0.01,-0.53,1.13
56.245,0.71,-0.13,-0.15,0.74
56.254,0.67,0.03,-0.66,0.94
56.265,0.77,0.25,-0.75,1.10
56.275,0.70,-0.36,0.41,0.89
56.285,0.54,-0.49,0.37,0.82
56.295,-0.05,-0.36,0.39,0.53
56.305,0.87,-0.52,0.45,1.11
56.315,0.88,-0.21,0.38,0.98
56.325,0.47,0.17,-0.96,1.09
56.335,0.60,0.01,-0.93,1.10
56.345,0.97,0.01,-1.25,1.59
56.355,1.05,0.01,0.41,1.13
56.365,0.39,-0.32,-0.65,0.83
56.375,0.56,-0.22,-0.02,0.60
56.385,1.30,-0.54,0.37,1.46
56.395,0.89,-0.73,0.72,1.36
56.405,0.52,-0.60,-0.32,0.85
56.415,0.74,-0.86,1.42,1.82
56.425,0.54,-0.17,0.85,1.02
56.435,0.74,-0.48,0.76,1.16
56.445,1.18,-0.54,0.15,1.31
56.455,0.49,-0.82,-0.21,0.97
56.465,0.97,0.01,0.16,0.98
56.475,0.68,-0.56,-0.20,0.90
56.485,1.14,0.20,0.23,1.18
56.495,1.12,-0.13,0.07,1.13
56.505,0.62,-0.77,-0.49,1.10
56.515,0.71,-0.67,-0.29,1.02
56.525,1.29,-0.45,1.13,1.77
56.535,0.76,0.29,-0.16,0.83
56.546,0.78,0.07,-1.09,1.34
56.555,1.03,0.11,-1.40,1.74
56.566,1.15,-0.23,-0.31,1.21
56.575,1.20,-0.25,-0.43,1.30
56.586,0.27,0.00,-0.85,0.89
56.596,1.18,0.02,-0.02,1.18
56.606,1.50,-0.52,1.24,2.01
56.616,0.64,-0.57,0.16,0.86
56.626,0.98,-0.47,0.47,1.19
56.636,0.76,-0.05,-0.01,0.77
56.646,1.05,0.06,0.75,1.29
56.656,1.06,0.33,-0.22,1.14
56.666,1.08,-0.46,-0.35,1.22
56.676,1.58,0.16,-0.56,1.68
56.686,1.46,-1.21,-0.38,1.93
56.696,1.08,-0.13,0.83,1.36
56.706,1.51,-0.24,0.80,1.73
56.716,1.49,-0.31,0.42,1.58
56.726,1.21,0.26,-1.04,1.61
56.736,1.28,-0.43,-0.90,1.62
56.746,0.75,-0.30,-0.38,0.90
56.756,1.54,0.23,0.06,1.56
56.766,1.36,0.49,-0.59,1.56
56.776,1.45,-0.48,-0.48,1.61
56.786,1.83,-0.19,-0.36,1.87
56.796,0.99,0.23,-1.36,1.70
56.807,1.42,-0.68,-0.34,1.61
56.816,1.91,0.57,-0.50,2.05
56.826,1.24,0.04,-0.67,1.41
56.836,1.70,-0.79,0.00,1.87
56.846,1.54,-0.13,-1.09,1.89
56.856,1.16,-0.08,0.11,1.17
56.867,1.36,-0.09,0.81,1.59
56.877,0.95,0.46,-1.28,1.66
56.887,2.00,-0.49,-0.83,2.22
56.897,1.94,-0.47,-0.35,2.03
56.907,1.61,0.03,-0.74,1.77
56.917,1.23,-0.42,1.04,1.67
56.927,1.36,0.43,0.00,1.42
56.937,1.59,-0.47,-0.70,1.80
56.947,2.05,-0.25,0.27,2.08
56.957,0.92,-0.31,-0.43,1.06
56.967,1.05,0.22,-0.38,1.14
56.977,1.55,-0.10,0.21,1.57
56.987,1.21,0.45,0.07,1.29
56.997,1.62,-0.98,-0.20,1.90
57.007,1.56,0.11,-0.75,1.73
57.017,1.48,-0.58,-0.53,1.68
57.027,1.83,-0.31,1.06,2.13
57.037,1.71,0.43,0.13,1.77
57.047,1.74,-1.06,-0.61,2.13
57.057,1.82,0.14,-0.87,2.02
57.067,1.46,-0.16,-1.16,1.87
57.077,1.66,0.21,0.67,1.80
57.087,1.22,0.18,-0.06,1.23
57.097,1.63,-0.27,-0.42,1.70
57.107,1.53,-0.75,-0.14,1.71
57.117,1.35,0.04,-0.38,1.40
57.127,1.40,0.29,-0.15,1.43
57.138,1.72,0.34,-0.42,1.81
57.147,1.43,0.14,-0.84,1.66
57.158,1.15,0.00,-0.70,1.35
57.168,1.40,-0.46,0.41,1.53
57.178,1.56,-0.33,0.50,1.67
57.188,1.55,-0.40,0.23,1.62
57.197,1.24,0.19,0.74,1.46
57.208,0.90,-0.35,0.10,0.97
57.218,1.58,-0.37,0.23,1.64
57.228,1.28,0.10,-0.43,1.36
57.238,1.45,-0.21,-0.33,1.50
57.248,1.52,0.21,0.37,1.58
57.258,1.90,0.11,0.74,2.05
57.268,1.53,-0.36,-0.14,1.58
57.278,1.22,-0.69,-1.04,1.74
57.288,1.66,-0.12,-0.50,1.74
57.298,1.52,-0.06,0.76,1.70
57.308,1.00,0.59,0.58,1.30
57.318,0.79,0.03,0.21,0.82
